train_density,station_load,time_of_day,route_type,congestion_level
25.83,1028.6,afternoon,intercity,Low
33.77,1305.5,afternoon,suburban,Low
43.57,4439.6,morning,intercity,High
21.43,1948.7,morning,suburban,Low
26.16,4157.5,afternoon,intercity,Low
16.34,5949.5,afternoon,suburban,Medium
12.42,8408.5,morning,urban,High
9.93,5378.7,afternoon,intercity,Low
42.9,4661.1,morning,intercity,High
20.54,9469.2,afternoon,suburban,High
30.44,8074.0,morning,urban,High
23.07,9529.9,afternoon,urban,High
18.97,3338.5,morning,suburban,Medium
26.5,3356.3,evening,suburban,Medium
41.83,2860.8,afternoon,urban,High
32.21,9626.5,morning,urban,High
17.51,9859.9,night,suburban,Medium
4.92,9325.6,morning,intercity,Medium
37.73,3593.7,morning,intercity,Medium
20.32,3577.1,evening,intercity,Low
28.33,628.5,afternoon,urban,Low
44.59,7565.3,morning,urban,High
21.48,8873.3,morning,urban,High
20.45,645.1,morning,urban,Low
19.13,9578.5,evening,suburban,High
48.18,4157.9,afternoon,intercity,Medium
2.41,9157.3,morning,suburban,Medium
49.37,7791.5,afternoon,suburban,High
7.03,658.1,evening,urban,Low
46.54,6939.6,afternoon,urban,High
21.44,8833.3,evening,urban,High
23.95,3718.0,night,urban,Low
29.25,497.9,morning,intercity,Low
39.24,8678.7,night,urban,High
32.0,6259.4,morning,suburban,High
43.41,6174.5,night,urban,Medium
33.05,5267.3,afternoon,urban,High
1.15,5480.1,morning,intercity,Low
37.15,1933.1,afternoon,intercity,Low
18.39,3094.8,afternoon,suburban,Low
29.36,6699.6,evening,intercity,Medium
35.6,8720.7,morning,urban,High
22.8,8927.5,evening,urban,High
15.31,6554.4,afternoon,urban,Medium
35.02,3788.6,morning,intercity,Medium
10.96,3411.1,night,urban,Low
49.17,8969.2,afternoon,suburban,High
43.27,2991.0,afternoon,suburban,Medium
5.41,2529.8,afternoon,intercity,Low
30.38,6397.1,morning,intercity,Medium
3.54,1337.2,morning,intercity,Low
17.12,6471.8,morning,urban,High
20.4,7948.4,morning,intercity,Medium
21.96,1041.5,night,urban,Low
11.72,9959.6,morning,urban,High
24.95,5437.4,morning,intercity,Medium
29.45,8593.9,evening,suburban,High
32.78,4273.3,afternoon,intercity,Medium
4.54,7941.3,morning,intercity,Medium
7.6,3546.6,night,urban,Low
20.96,1069.8,morning,suburban,Low
37.08,8408.0,morning,urban,High
39.38,5302.7,evening,suburban,High
47.03,8143.8,night,intercity,Medium
18.59,648.6,night,intercity,Low
25.48,5540.3,afternoon,intercity,Medium
15.96,4814.6,morning,intercity,Low
42.09,6887.3,morning,intercity,High
26.32,3444.7,morning,suburban,Medium
2.22,8377.0,evening,suburban,Medium
47.31,9648.9,morning,suburban,High
18.84,4068.4,afternoon,suburban,Low
17.25,8060.2,evening,intercity,Medium
12.7,2565.7,afternoon,urban,Low
22.28,894.0,evening,suburban,Low
1.04,8647.9,morning,intercity,Medium
35.14,784.0,morning,urban,Medium
46.87,1680.7,morning,urban,High
46.46,5129.6,evening,urban,High
36.21,3685.1,morning,intercity,Medium
47.72,2303.3,afternoon,intercity,Medium
42.56,6169.8,night,suburban,Medium
48.83,4104.4,evening,intercity,High
47.72,2370.7,afternoon,intercity,Medium
45.73,193.6,afternoon,suburban,Medium
3.08,8730.0,evening,urban,High
33.81,4365.3,afternoon,intercity,Medium
46.5,3090.8,morning,suburban,High
18.55,1246.0,night,intercity,Low
21.45,5544.6,evening,urban,High
21.25,3159.0,night,intercity,Low
22.46,3755.7,afternoon,suburban,Low
13.54,607.7,afternoon,urban,Low
4.77,6006.0,evening,urban,Medium
5.24,1834.9,evening,urban,Low
30.88,9518.8,morning,suburban,High
21.98,3107.6,evening,intercity,Low
10.68,2150.1,morning,suburban,Low
5.88,903.4,afternoon,urban,Low
20.75,4495.3,evening,intercity,Medium
37.95,1360.5,afternoon,suburban,Medium
35.69,4651.1,night,suburban,Low
9.33,1208.5,morning,urban,Low
5.57,7971.6,night,urban,Low
5.36,1232.0,night,intercity,Low
22.9,5929.0,afternoon,urban,Medium
31.09,7854.4,morning,suburban,High
26.97,3690.6,afternoon,suburban,Medium
46.2,3423.1,evening,intercity,Medium
44.0,8977.0,night,suburban,Medium
9.19,4992.1,afternoon,suburban,Low
10.32,9919.3,evening,urban,High
8.98,668.5,afternoon,intercity,Low
19.97,2416.2,afternoon,suburban,Low
39.6,1777.2,morning,intercity,Medium
45.58,8248.8,morning,suburban,High
41.53,4415.0,morning,intercity,Medium
12.32,6301.7,night,intercity,Low
42.97,4333.5,night,suburban,Medium
13.0,435.6,afternoon,intercity,Low
2.67,5545.8,afternoon,urban,Low
5.66,5129.1,morning,urban,Medium
21.22,3727.9,morning,urban,Medium
10.18,9576.7,afternoon,suburban,Medium
15.49,6081.5,night,suburban,Low
33.1,9304.2,night,urban,Medium
9.89,296.2,afternoon,intercity,Low
36.58,603.0,evening,urban,Medium
19.97,9359.9,evening,urban,High
17.97,896.9,afternoon,suburban,Low
25.89,850.2,night,urban,Low
22.25,1176.4,morning,urban,Medium
21.43,584.2,night,intercity,Low
38.47,8258.4,morning,suburban,High
7.65,9399.2,night,intercity,Low
2.02,6596.8,morning,urban,Medium
5.49,665.5,afternoon,suburban,Low
3.13,8929.7,evening,urban,High
21.1,1519.9,afternoon,intercity,Low
29.65,4565.2,evening,suburban,Medium
5.25,4120.3,morning,suburban,Low
22.16,3759.4,night,intercity,Low
16.59,9904.0,morning,suburban,High
32.77,9096.5,morning,intercity,High
20.42,1337.4,afternoon,urban,Low
6.12,2785.6,night,intercity,Low
36.0,5683.5,morning,urban,High
37.22,9404.8,afternoon,intercity,High
42.97,2586.0,evening,intercity,Medium
15.76,5217.1,evening,intercity,Medium
5.57,5716.4,night,intercity,Low
37.96,3764.9,evening,urban,High
22.13,9490.8,afternoon,urban,High
21.39,8012.6,morning,suburban,High
18.08,5960.7,evening,intercity,Medium
46.14,4456.7,morning,suburban,High
27.71,2223.5,afternoon,suburban,Low
37.59,9429.3,evening,suburban,High
44.52,1855.4,morning,suburban,High
43.93,2437.3,morning,suburban,High
47.39,7751.4,afternoon,suburban,High
39.63,5959.7,afternoon,intercity,Medium
5.79,5886.2,morning,urban,Medium
8.1,8510.4,morning,suburban,Medium
20.03,3915.3,evening,intercity,Low
24.71,8263.8,morning,intercity,High
33.43,2445.0,morning,urban,High
37.06,7544.3,evening,intercity,High
5.82,2916.2,evening,urban,Low
3.56,1164.5,night,urban,Low
39.42,2268.0,night,suburban,Low
45.63,5901.8,evening,intercity,High
15.3,4186.3,evening,urban,Medium
24.11,2384.5,evening,intercity,Low
45.32,4218.7,evening,intercity,High
22.73,1570.8,afternoon,intercity,Low
2.93,6149.1,night,urban,Low
27.85,8278.0,evening,intercity,High
43.9,4413.4,morning,intercity,High
11.22,4565.8,evening,suburban,Medium
33.53,9118.4,evening,urban,High
40.65,6069.9,afternoon,suburban,High
24.41,1274.7,afternoon,suburban,Low
22.66,8591.6,night,suburban,Medium
12.76,7661.8,morning,intercity,Medium
26.99,2620.1,morning,suburban,Medium
42.57,7394.2,night,urban,Medium
2.77,2441.9,evening,urban,Low
37.76,1894.6,night,suburban,Low
24.89,8223.4,evening,intercity,High
10.45,8665.8,afternoon,intercity,Medium
37.67,5457.6,night,intercity,Low
15.35,8386.1,night,intercity,Low
23.61,1924.1,night,suburban,Low
9.79,652.3,morning,intercity,Low
42.1,8428.2,evening,intercity,High
30.85,8498.1,afternoon,urban,High
24.53,984.0,morning,intercity,Low
37.06,8256.2,morning,urban,High
16.14,9716.0,morning,urban,High
4.15,5503.0,afternoon,intercity,Low
44.5,2906.1,afternoon,suburban,Medium
5.24,4226.5,night,urban,Low
38.28,3821.2,evening,suburban,High
18.49,5812.0,evening,urban,High
3.71,4600.9,evening,urban,Low
5.35,6238.7,afternoon,intercity,Low
32.84,8038.2,afternoon,suburban,High
17.22,3696.2,afternoon,intercity,Low
16.23,2463.9,morning,urban,Medium
45.33,8037.8,evening,suburban,High
31.31,7383.0,evening,urban,High
9.49,3917.1,evening,urban,Medium
19.51,3774.4,morning,suburban,Medium
38.49,1233.0,morning,urban,High
32.31,856.6,evening,urban,Medium
19.82,4252.1,evening,suburban,Medium
19.18,4580.1,evening,urban,Medium
22.93,6865.1,night,intercity,Low
29.29,1501.0,morning,urban,Medium
9.95,3798.1,morning,suburban,Low
49.94,4195.0,morning,urban,High
25.01,4155.9,morning,intercity,Medium
33.14,2247.9,morning,suburban,Medium
23.44,6849.7,night,urban,Medium
21.58,7369.4,evening,urban,High
1.15,6530.2,evening,suburban,Low
43.81,6505.4,evening,suburban,High
25.21,9544.7,evening,urban,High
24.37,7626.9,afternoon,intercity,Medium
46.86,6874.5,night,suburban,Medium
23.26,1716.1,morning,suburban,Low
27.69,2908.4,morning,suburban,Medium
1.65,9749.0,evening,suburban,Medium
20.02,1105.9,evening,urban,Low
9.65,111.6,evening,intercity,Low
46.62,339.4,night,urban,Low
31.28,3814.3,afternoon,intercity,Low
30.79,1451.3,evening,intercity,Low
39.58,1940.1,morning,suburban,Medium
47.2,6739.1,evening,intercity,High
18.66,3192.0,afternoon,suburban,Low
46.28,9051.9,night,suburban,Medium
26.71,6031.0,evening,urban,High
35.08,8130.1,morning,suburban,High
22.54,3778.9,night,intercity,Low
12.97,1217.5,afternoon,urban,Low
29.06,7023.8,morning,intercity,High
30.74,5001.2,morning,urban,High
28.6,4897.3,morning,urban,High
16.13,7306.1,evening,suburban,Medium
13.91,7650.6,morning,intercity,Medium
34.9,1316.7,morning,urban,Medium
20.28,8734.3,evening,urban,High
7.9,8924.7,night,urban,Medium
7.65,9034.2,night,urban,Medium
21.83,1490.9,morning,suburban,Low
4.74,4111.2,afternoon,intercity,Low
29.11,8423.6,evening,urban,High
4.2,8956.7,afternoon,suburban,Medium
42.13,3447.2,afternoon,intercity,Medium
32.56,1021.6,afternoon,suburban,Low
41.27,6103.5,morning,urban,High
20.64,7644.6,evening,urban,High
1.75,4486.3,morning,urban,Low
6.24,8076.0,morning,suburban,Medium
33.71,2043.7,morning,intercity,Medium
4.54,7335.0,evening,intercity,Medium
6.34,1628.6,morning,urban,Low
43.31,3104.7,morning,intercity,Medium
12.91,4077.4,evening,suburban,Low
32.34,7509.9,afternoon,suburban,High
39.25,3870.8,afternoon,suburban,Medium
20.29,9092.7,night,suburban,Medium
21.5,9232.3,afternoon,suburban,High
32.69,6318.8,morning,suburban,High
43.53,4064.6,afternoon,urban,High
36.23,1963.3,afternoon,intercity,Low
22.01,9752.2,morning,urban,High
7.47,5284.5,evening,suburban,Low
22.46,1027.6,evening,suburban,Low
44.55,6407.9,night,urban,Medium
34.65,9861.6,evening,suburban,High
12.64,7288.9,afternoon,urban,Medium
41.92,1527.9,morning,intercity,Medium
48.55,7306.4,evening,intercity,High
47.62,2246.4,evening,urban,High
22.69,7089.4,morning,urban,High
7.78,6581.4,afternoon,suburban,Low
40.69,2757.9,morning,intercity,Medium
24.27,9681.5,evening,intercity,High
27.16,5483.6,night,urban,Medium
33.64,6353.3,evening,urban,High
7.53,6597.7,night,intercity,Low
39.49,5648.4,evening,intercity,High
11.49,2077.8,night,intercity,Low
4.53,9313.6,morning,suburban,Medium
28.98,8952.0,night,urban,Medium
18.37,813.0,afternoon,suburban,Low
37.95,926.1,morning,suburban,Medium
24.65,7185.1,morning,suburban,High
37.82,9922.6,evening,suburban,High
11.89,5859.1,morning,intercity,Medium
36.51,8554.8,evening,intercity,High
44.16,4915.9,evening,suburban,High
46.71,2664.5,afternoon,intercity,Medium
39.64,9963.2,morning,intercity,High
42.07,3245.7,afternoon,urban,High
3.19,9452.9,evening,suburban,Medium
14.27,7383.1,afternoon,intercity,Medium
38.47,9343.5,morning,suburban,High
39.76,5035.2,evening,urban,High
8.58,4583.8,morning,suburban,Low
14.48,9341.1,afternoon,suburban,Medium
18.96,9085.2,evening,urban,High
42.89,5695.3,afternoon,intercity,Medium
28.46,4007.0,morning,intercity,Medium
18.85,9941.4,night,suburban,Medium
12.22,4270.3,evening,intercity,Low
13.02,6163.8,evening,suburban,Medium
23.75,4502.5,morning,urban,High
8.02,697.0,morning,suburban,Low
18.17,211.8,evening,intercity,Low
22.44,7218.3,evening,suburban,High
24.58,3028.0,afternoon,urban,Medium
31.58,9755.6,morning,suburban,High
23.69,1213.3,morning,intercity,Low
8.63,3271.5,afternoon,suburban,Low
32.57,4806.7,evening,intercity,Medium
48.16,2280.4,evening,urban,High
21.14,733.5,evening,urban,Low
23.41,6062.5,morning,urban,High
24.31,2031.5,afternoon,urban,Medium
36.49,7619.6,morning,suburban,High
45.17,1031.2,evening,intercity,Medium
27.79,6458.1,night,intercity,Low
26.42,713.8,afternoon,suburban,Low
22.07,5793.9,afternoon,intercity,Medium
46.19,5396.2,night,suburban,Medium
45.47,8479.8,night,urban,High
22.9,2888.3,morning,suburban,Medium
25.0,5949.6,evening,suburban,High
13.5,1298.4,morning,urban,Low
22.25,4664.7,afternoon,suburban,Medium
47.59,2723.2,evening,intercity,Medium
13.98,1824.7,morning,suburban,Low
49.59,8673.8,afternoon,suburban,High
15.15,7642.3,evening,intercity,Medium
24.23,2788.9,afternoon,urban,Medium
20.98,3346.5,evening,urban,Medium
34.47,9591.3,morning,intercity,High
49.68,5648.7,afternoon,intercity,Medium
45.78,3423.3,evening,suburban,High
32.52,8330.3,afternoon,suburban,High
35.99,5039.4,night,urban,Medium
31.89,9104.1,evening,intercity,High
46.33,4315.7,afternoon,suburban,High
20.56,5675.7,evening,intercity,Medium
44.22,7940.5,evening,suburban,High
13.57,9426.7,evening,urban,High
36.46,7898.9,evening,urban,High
27.5,9911.1,morning,urban,High
28.19,3452.5,morning,intercity,Medium
2.99,3781.9,afternoon,intercity,Low
49.33,3206.6,night,urban,Medium
6.37,9031.8,evening,urban,High
41.58,4476.3,afternoon,urban,High
19.6,4142.9,morning,urban,Medium
44.53,8933.6,morning,urban,High
6.69,9170.8,morning,urban,High
46.65,1159.1,afternoon,suburban,Medium
8.54,2739.3,morning,suburban,Low
45.55,2368.7,night,suburban,Low
4.08,7396.7,morning,urban,Medium
46.32,2863.5,evening,suburban,High
31.36,6099.9,morning,urban,High
33.25,8898.5,afternoon,intercity,Medium
7.71,8392.4,evening,intercity,Medium
8.55,6591.2,morning,suburban,Medium
46.89,1081.4,evening,urban,High
14.28,5378.6,afternoon,urban,Medium
47.6,3069.9,evening,intercity,Medium
45.9,1628.6,morning,suburban,High
25.22,9308.1,morning,intercity,High
7.54,5172.4,evening,intercity,Low
31.9,8693.3,morning,intercity,High
27.15,388.0,night,suburban,Low
41.98,1363.1,afternoon,urban,Medium
39.69,3799.3,afternoon,intercity,Medium
10.85,9932.0,afternoon,suburban,Medium
18.98,5241.3,night,suburban,Low
15.94,1567.9,evening,suburban,Low
31.47,7183.5,evening,urban,High
17.31,8623.4,evening,suburban,High
16.94,8688.7,afternoon,suburban,Medium
13.28,1125.2,afternoon,urban,Low
3.24,7580.8,afternoon,intercity,Low
46.26,886.9,morning,suburban,Medium
17.56,8405.7,evening,urban,High
7.77,9502.7,afternoon,intercity,Medium
23.77,1268.5,evening,urban,Medium
8.5,2704.3,evening,urban,Low
3.35,5646.1,morning,intercity,Low
41.54,3477.5,morning,urban,High
42.53,885.6,evening,intercity,Medium
29.08,5669.1,evening,urban,High
5.19,675.8,night,intercity,Low
12.75,7168.9,afternoon,suburban,Medium
38.93,7316.7,evening,intercity,High
12.69,7492.2,evening,urban,High
30.06,7697.2,evening,intercity,High
13.14,4384.1,afternoon,intercity,Low
18.78,6296.3,afternoon,intercity,Low
10.01,9647.0,morning,urban,High
47.74,444.2,morning,intercity,Medium
4.17,8027.1,morning,urban,High
23.12,491.5,evening,suburban,Low
13.84,5027.1,morning,intercity,Low
48.7,8970.2,morning,suburban,High
36.72,9447.1,evening,urban,High
41.2,5874.7,afternoon,intercity,Medium
9.34,3133.0,afternoon,suburban,Low
34.48,9899.7,evening,suburban,High
38.92,7484.1,morning,urban,High
46.86,1122.0,evening,intercity,Medium
48.13,233.0,afternoon,suburban,Medium
19.89,9855.3,afternoon,suburban,High
24.52,8640.0,night,urban,Medium
45.51,691.1,evening,suburban,Medium
25.0,3669.7,evening,intercity,Medium
3.03,395.9,night,urban,Low
21.41,7093.4,night,suburban,Low
16.38,5311.5,evening,suburban,Medium
34.18,7527.7,evening,suburban,High
29.52,8064.5,evening,intercity,High
25.1,123.2,evening,intercity,Low
25.97,5806.7,morning,suburban,High
3.71,2441.4,evening,suburban,Low
28.05,5408.1,night,suburban,Low
18.83,8266.8,morning,suburban,High
14.92,4460.8,afternoon,intercity,Low
33.36,4247.8,evening,urban,High
38.29,3332.9,night,urban,Medium
37.58,213.9,night,intercity,Low
28.79,293.8,morning,urban,Medium
5.18,7897.9,evening,suburban,Medium
15.92,8529.4,morning,urban,High
21.41,8090.9,afternoon,suburban,Medium
15.33,3912.4,afternoon,suburban,Low
26.3,1884.7,evening,intercity,Low
16.29,794.4,evening,intercity,Low
2.66,2579.2,night,suburban,Low
23.12,844.5,afternoon,suburban,Low
48.51,8741.1,evening,urban,High
33.13,5330.2,morning,suburban,High
46.84,1812.9,night,intercity,Low
6.52,6002.0,night,urban,Low
37.94,1923.0,afternoon,suburban,Medium
36.77,2248.2,morning,urban,High
24.41,5063.1,night,suburban,Low
44.48,6920.3,evening,urban,High
29.31,2061.4,evening,intercity,Low
29.14,8708.8,morning,suburban,High
20.91,3755.4,afternoon,urban,Medium
12.23,6919.0,afternoon,suburban,Medium
47.94,4794.5,evening,intercity,High
48.84,5230.6,evening,urban,High
47.74,6406.4,evening,urban,High
11.46,8834.8,evening,suburban,High
5.53,6300.0,afternoon,urban,Medium
11.45,4194.1,afternoon,urban,Low
2.89,9551.1,morning,urban,High
49.66,1050.1,afternoon,intercity,Medium
37.58,2968.8,evening,urban,High
49.06,227.0,evening,intercity,Medium
27.48,2286.3,evening,urban,Medium
40.92,1828.0,afternoon,urban,Medium
4.39,7942.2,night,urban,Low
10.96,3901.3,night,suburban,Low
24.38,753.0,morning,intercity,Low
25.71,7615.0,morning,suburban,High
20.44,3349.3,morning,urban,Medium
43.6,3883.8,night,intercity,Low
39.88,7258.5,evening,suburban,High
21.66,6382.3,night,urban,Medium
35.3,3293.4,morning,urban,High
45.72,9387.9,morning,intercity,High
19.58,1171.7,evening,intercity,Low
26.45,4396.0,evening,suburban,Medium
43.85,7067.6,night,suburban,Medium
47.15,7766.9,afternoon,urban,High
28.97,5828.5,evening,urban,High
10.11,3694.8,evening,suburban,Low
19.48,5338.9,night,intercity,Low
12.23,6630.1,morning,intercity,Medium
42.48,1339.1,afternoon,intercity,Low
23.82,1799.8,night,urban,Low
47.38,235.4,afternoon,suburban,Medium
17.31,5564.2,afternoon,urban,Medium
41.62,5743.7,evening,suburban,High
6.92,888.2,evening,suburban,Low
12.95,1118.7,night,intercity,Low
33.24,3868.9,night,suburban,Low
18.65,3269.7,afternoon,intercity,Low
14.22,1930.9,morning,intercity,Low
45.57,441.8,afternoon,intercity,Low
26.09,4920.5,night,urban,Low
46.59,1044.2,afternoon,urban,Medium
45.31,8014.5,evening,intercity,High
14.79,3663.5,evening,urban,Medium
9.01,9648.1,morning,intercity,Medium
9.17,171.3,morning,suburban,Low
8.34,5398.1,morning,suburban,Medium
40.96,9706.9,evening,suburban,High
8.08,9335.3,evening,intercity,Medium
8.99,460.0,afternoon,intercity,Low
34.53,8236.7,evening,intercity,High
34.01,8281.6,night,intercity,Low
39.72,7789.9,night,intercity,Medium
41.31,4849.8,morning,intercity,High
19.82,9835.8,evening,urban,High
17.79,7344.7,morning,intercity,Medium
7.56,8133.4,morning,intercity,Medium
38.98,9646.0,afternoon,intercity,High
17.66,2029.5,afternoon,intercity,Low
23.51,8924.0,morning,intercity,High
2.74,2494.1,night,urban,Low
35.27,9710.7,evening,suburban,High
41.23,8060.9,afternoon,suburban,High
15.34,5085.9,afternoon,urban,Medium
34.77,7746.0,afternoon,suburban,High
20.36,7389.7,evening,suburban,High
32.6,8355.2,morning,suburban,High
48.36,6225.2,afternoon,urban,High
12.91,6109.4,evening,intercity,Medium
41.79,2865.6,morning,intercity,Medium
36.11,1473.9,afternoon,intercity,Low
46.2,9828.9,morning,suburban,High
48.44,1783.6,morning,suburban,High
34.51,9830.7,afternoon,urban,High
46.31,9661.8,afternoon,urban,High
41.31,7844.1,afternoon,urban,High
41.07,1765.4,evening,suburban,Medium
36.49,9782.5,afternoon,urban,High
27.19,7886.5,evening,intercity,High
30.06,3961.5,evening,intercity,Medium
10.01,9332.8,afternoon,intercity,Medium
13.31,9389.4,evening,urban,High
33.47,8144.1,evening,intercity,High
23.3,6622.8,evening,urban,High
11.0,2588.5,morning,suburban,Low
45.24,4381.7,morning,suburban,High
30.86,8455.1,morning,intercity,High
6.42,5802.6,evening,intercity,Low
26.74,9104.4,evening,suburban,High
21.13,692.4,evening,intercity,Low
13.3,711.7,morning,suburban,Low
16.59,6631.6,evening,intercity,Medium
26.54,9650.7,night,suburban,Medium
15.23,9054.0,night,suburban,Low
20.59,8926.9,night,urban,Medium
4.69,3250.5,afternoon,urban,Low
45.89,5388.0,morning,intercity,High
5.38,7666.0,night,intercity,Low
31.13,1302.2,evening,intercity,Low
46.71,6070.4,afternoon,suburban,High
38.65,6397.8,evening,suburban,High
48.1,1782.9,night,suburban,Low
20.23,2610.5,afternoon,suburban,Low
45.56,8235.3,evening,suburban,High
36.49,2896.1,evening,urban,High
43.89,7140.6,morning,suburban,High
5.77,6100.2,night,urban,Low
19.76,8699.6,afternoon,urban,High
35.38,4306.0,morning,urban,High
27.58,1882.8,morning,urban,Medium
30.4,2406.1,evening,suburban,Medium
26.66,5243.9,morning,suburban,Medium
32.94,6944.3,morning,suburban,High
18.01,6048.5,afternoon,urban,Medium
7.14,8324.7,evening,urban,High
18.88,8305.1,morning,urban,High
8.43,5374.3,afternoon,suburban,Low
32.5,7300.6,evening,suburban,High
37.43,3150.1,morning,intercity,Medium
26.77,1701.8,evening,suburban,Medium
17.01,1558.0,morning,urban,Low
19.22,2327.8,evening,urban,Medium
50.0,6853.9,morning,intercity,High
1.85,5470.0,morning,intercity,Low
32.39,1546.4,night,suburban,Low
47.0,6464.4,afternoon,intercity,Medium
6.6,6549.9,night,intercity,Low
33.47,9128.1,morning,urban,High
44.11,8200.6,night,suburban,Medium
20.24,7166.2,evening,suburban,High
40.74,7122.0,afternoon,urban,High
21.23,6047.3,morning,suburban,Medium
12.86,9441.0,night,suburban,Low
43.54,8603.0,evening,intercity,High
3.99,4876.2,afternoon,suburban,Low
10.02,7511.8,morning,intercity,Medium
12.75,852.4,afternoon,urban,Low
8.46,8002.1,afternoon,urban,Medium
8.94,8588.5,afternoon,suburban,Medium
13.48,9599.0,evening,intercity,Medium
19.5,2442.1,afternoon,suburban,Low
29.36,292.6,morning,urban,Medium
30.09,4428.6,morning,suburban,Medium
2.83,2405.4,morning,suburban,Low
9.38,8553.9,morning,urban,High
5.11,1559.6,night,suburban,Low
28.69,6567.4,night,intercity,Low
44.79,6037.3,afternoon,urban,High
44.81,3090.7,evening,intercity,Medium
42.91,4649.6,morning,intercity,High
38.1,2464.3,evening,suburban,Medium
32.82,8990.3,morning,intercity,High
31.42,8989.5,evening,urban,High
20.59,8681.8,morning,urban,High
25.48,2121.7,morning,urban,Medium
13.08,8741.6,morning,urban,High
46.45,9371.5,evening,intercity,High
21.87,706.6,evening,suburban,Low
3.19,9062.6,night,suburban,Low
20.63,1570.2,afternoon,urban,Low
41.53,1623.4,afternoon,suburban,Medium
20.27,594.4,afternoon,suburban,Low
1.61,4324.5,morning,intercity,Low
46.87,4866.3,evening,urban,High
12.09,1358.5,morning,urban,Low
34.05,4008.5,afternoon,intercity,Medium
10.7,1909.1,afternoon,suburban,Low
9.41,2198.6,afternoon,urban,Low
5.81,7723.3,evening,urban,High
27.0,7225.5,night,suburban,Low
37.82,450.2,morning,urban,Medium
14.6,9941.9,morning,suburban,High
45.71,4307.5,evening,intercity,High
36.9,4689.6,afternoon,intercity,Medium
44.45,8565.6,morning,suburban,High
23.12,242.8,afternoon,suburban,Low
22.4,6300.1,evening,intercity,Medium
4.17,1345.4,afternoon,intercity,Low
28.5,7574.1,afternoon,urban,High
38.47,2535.4,evening,urban,High
7.61,9941.0,afternoon,suburban,Medium
39.84,5902.8,evening,urban,High
19.45,2801.2,evening,intercity,Low
12.34,2709.8,evening,intercity,Low
22.54,4679.3,evening,urban,High
26.61,4935.4,evening,suburban,Medium
40.99,1622.6,afternoon,intercity,Low
37.36,4856.5,evening,urban,High
33.33,4404.1,night,intercity,Low
25.05,3458.5,morning,urban,Medium
13.38,9228.0,evening,urban,High
30.7,2308.6,morning,suburban,Medium
43.93,7629.2,morning,intercity,High
29.62,6482.9,morning,urban,High
12.29,4036.0,morning,suburban,Low
42.15,4571.8,evening,suburban,High
46.85,8372.1,evening,urban,High
34.18,5649.9,morning,intercity,Medium
12.0,1855.8,morning,intercity,Low
31.37,5826.3,evening,urban,High
10.35,7756.1,evening,intercity,Medium
46.61,9468.3,morning,urban,High
4.11,7310.8,evening,intercity,Low
4.16,4553.0,evening,suburban,Low
39.35,3497.4,evening,urban,High
17.09,4829.1,night,suburban,Low
46.7,8820.6,morning,urban,High
19.99,9253.1,evening,intercity,High
41.66,6452.2,evening,suburban,High
40.73,1241.0,morning,urban,High
44.91,8607.7,morning,suburban,High
48.59,7512.2,morning,urban,High
37.39,6881.4,morning,suburban,High
39.69,5619.4,evening,suburban,High
14.47,2835.7,morning,intercity,Low
39.02,7025.2,evening,intercity,High
27.3,5562.0,morning,urban,High
25.39,2540.1,morning,urban,Medium
38.75,8130.8,afternoon,intercity,Medium
4.74,7409.8,night,intercity,Low
45.67,4716.3,night,intercity,Low
26.85,5703.5,morning,intercity,Medium
26.99,4467.6,morning,suburban,Medium
3.38,2519.5,evening,intercity,Low
10.38,4355.3,morning,suburban,Low
47.49,9001.3,night,urban,High
19.71,6392.3,morning,intercity,Medium
18.63,2925.0,evening,suburban,Low
24.39,189.7,afternoon,intercity,Low
39.61,102.7,evening,intercity,Low
23.01,1513.5,afternoon,suburban,Low
27.17,8930.0,evening,urban,High
29.84,7984.9,evening,suburban,High
19.68,718.2,evening,suburban,Low
37.06,8860.9,night,intercity,Medium
18.58,2371.0,morning,urban,Medium
17.31,5121.5,afternoon,intercity,Low
32.36,5168.6,afternoon,suburban,Medium
49.87,3075.0,morning,suburban,High
2.6,2418.0,morning,intercity,Low
28.86,5516.0,evening,urban,High
20.32,873.5,afternoon,intercity,Low
26.27,8891.7,evening,urban,High
10.7,1582.2,afternoon,urban,Low
27.36,2096.3,evening,urban,Medium
39.57,2479.6,afternoon,urban,Medium
21.55,3808.6,evening,suburban,Medium
5.19,267.2,evening,intercity,Low
10.91,517.1,morning,intercity,Low
18.09,9657.0,evening,intercity,High
3.71,8204.3,evening,intercity,Medium
13.2,5540.3,evening,urban,Medium
46.73,7553.4,afternoon,intercity,High
6.85,7274.5,afternoon,suburban,Medium
49.24,882.7,night,intercity,Low
16.3,8843.7,afternoon,intercity,Medium
4.67,215.0,afternoon,urban,Low
18.14,4993.4,morning,urban,High
14.69,8741.8,morning,intercity,Medium
44.58,7162.6,afternoon,urban,High
32.66,386.2,evening,intercity,Low
12.95,2057.2,morning,suburban,Low
31.31,1869.4,morning,intercity,Low
48.19,2109.6,evening,urban,High
34.29,4017.5,night,intercity,Low
21.06,2574.1,night,urban,Low
28.0,8566.6,morning,urban,High
20.77,2896.0,night,urban,Low
46.19,9927.3,evening,urban,High
9.31,5622.8,morning,urban,Medium
23.25,3431.9,afternoon,intercity,Low
5.88,4179.1,evening,suburban,Low
44.4,3902.1,evening,intercity,Medium
12.51,2231.4,evening,suburban,Low
