distance,weather,congestion_level,previous_delay,train_type,delay_minutes
135.8,clear,High,4.85,freight,22.34
872.1,clear,Medium,0.46,freight,15.38
1218.4,clear,High,1.56,freight,20.35
204.5,storm,High,16.69,express,23.5
1663.5,clear,Low,13.99,passenger,14.5
285.3,clear,Medium,2.72,passenger,8.58
1803.1,rain,Medium,25.54,passenger,23.53
1578.4,rain,High,19.83,express,22.0
518.6,clear,High,6.24,express,9.11
1710.5,clear,Low,9.17,freight,19.22
1532.1,clear,Medium,14.06,freight,19.51
893.2,fog,Medium,4.16,freight,27.07
189.5,clear,High,12.91,freight,21.96
657.2,rain,Low,17.03,freight,23.7
1151.2,fog,High,5.87,passenger,24.17
129.8,clear,Low,3.56,passenger,11.49
805.4,clear,Medium,4.79,passenger,10.37
818.7,rain,High,4.17,passenger,22.66
1350.6,clear,Medium,26.93,passenger,18.55
86.6,storm,High,8.32,express,22.85
1882.7,clear,Low,0.18,passenger,9.54
1506.5,clear,High,4.68,passenger,15.75
700.9,clear,High,13.85,passenger,18.92
307.9,storm,Medium,4.68,freight,37.23
1461.0,clear,Low,4.6,express,11.81
131.2,clear,Medium,12.06,freight,16.26
1254.6,storm,Medium,10.21,freight,41.86
552.0,clear,Medium,16.0,passenger,17.21
828.6,clear,High,20.51,passenger,25.82
551.6,rain,Low,3.51,freight,17.84
154.6,clear,Low,16.92,passenger,12.8
1869.9,rain,Medium,13.8,passenger,19.9
565.0,storm,High,31.8,passenger,44.75
565.4,clear,Low,13.8,express,12.04
223.0,rain,Medium,20.75,express,14.44
1807.1,rain,Medium,25.91,passenger,22.89
665.5,clear,Medium,14.92,passenger,14.57
1085.3,fog,Low,5.78,passenger,16.94
267.3,clear,Low,5.66,express,5.58
45.7,clear,High,14.62,passenger,15.63
835.8,fog,Low,5.56,passenger,16.64
802.7,storm,High,0.67,passenger,34.42
1959.8,fog,Medium,34.32,express,24.7
648.7,rain,Medium,3.07,express,9.89
1657.8,fog,Low,3.67,express,14.94
1429.6,storm,Medium,4.93,passenger,31.76
1219.2,clear,Medium,11.13,freight,18.99
78.6,fog,High,10.96,passenger,27.61
663.3,clear,High,4.34,freight,19.33
48.1,clear,Medium,3.43,freight,19.52
1397.7,rain,Low,8.84,freight,19.44
980.4,fog,High,8.68,freight,39.44
1177.9,fog,Low,20.69,express,17.68
1822.4,clear,High,24.55,freight,29.08
362.5,clear,Medium,3.79,express,7.49
174.1,rain,Low,2.17,freight,13.96
1245.5,rain,Low,10.68,passenger,13.34
1414.2,clear,Low,19.28,express,12.67
1921.7,clear,High,10.87,freight,23.59
1711.1,rain,Low,3.06,freight,18.69
108.7,clear,Low,6.71,express,10.04
1514.5,rain,Low,7.68,express,10.2
574.2,rain,High,0.54,passenger,16.73
299.9,storm,Low,6.0,passenger,17.41
898.8,fog,High,1.22,express,19.34
919.2,fog,Medium,10.32,express,15.62
1706.3,clear,Medium,8.53,freight,21.23
1677.4,fog,High,19.52,express,26.86
764.8,clear,Low,18.09,express,15.51
353.7,clear,Low,1.77,freight,10.7
180.8,fog,Low,13.19,passenger,14.76
438.6,clear,Low,9.08,express,9.83
1761.0,rain,Low,0.85,passenger,12.06
1303.4,clear,Medium,15.3,express,13.71
1393.1,clear,High,2.54,freight,24.95
70.3,rain,High,8.26,passenger,19.5
210.1,fog,Low,1.98,freight,20.33
130.4,fog,Low,40.12,freight,31.15
1696.5,rain,Medium,27.0,express,17.85
1553.7,clear,High,10.62,passenger,17.18
460.2,fog,Medium,21.1,freight,30.01
65.3,fog,Low,8.34,express,9.16
1680.1,clear,High,2.55,passenger,21.04
1570.0,rain,Low,1.4,passenger,16.07
884.8,clear,High,5.19,express,16.44
1622.1,clear,Low,1.99,passenger,22.88
1153.1,clear,Low,1.37,freight,15.9
123.1,clear,Low,0.65,express,8.43
1386.3,clear,High,15.38,passenger,19.84
1327.8,rain,High,7.83,express,16.95
701.1,clear,High,2.66,passenger,13.93
1378.8,clear,Medium,13.54,freight,21.69
352.4,clear,Medium,2.65,express,6.32
266.2,clear,Medium,0.19,express,5.22
597.5,rain,Low,6.64,passenger,16.12
1766.1,fog,Medium,0.45,express,12.96
1250.6,clear,High,18.2,passenger,18.27
1543.8,clear,Medium,30.73,express,20.36
1757.8,rain,High,7.39,freight,32.49
1948.0,rain,High,1.33,express,15.58
1846.0,clear,Medium,13.77,passenger,18.73
603.6,clear,High,10.01,express,11.0
46.2,clear,Medium,1.81,express,8.38
354.3,clear,Low,4.34,express,6.41
552.5,rain,Medium,6.97,freight,30.7
1296.7,clear,Low,3.06,express,7.37
252.4,clear,Medium,0.91,freight,12.19
463.7,storm,Low,4.26,express,11.99
1532.4,clear,Medium,11.57,freight,25.03
403.9,clear,High,8.04,passenger,21.74
641.0,clear,High,16.75,freight,36.83
1033.0,rain,Low,3.73,express,10.44
344.3,clear,High,9.96,express,10.6
1270.9,fog,Low,7.37,passenger,15.98
1697.4,fog,High,0.05,express,19.52
1032.6,clear,Low,0.72,express,7.21
1217.6,clear,Low,13.01,express,11.75
1487.4,clear,High,7.75,passenger,19.67
1335.6,clear,Low,9.34,express,25.34
175.9,clear,Low,2.72,passenger,8.35
1715.1,fog,Medium,5.78,express,15.92
325.4,rain,Medium,38.82,passenger,28.09
1391.7,rain,Medium,38.31,freight,31.94
1908.8,clear,High,4.04,freight,31.12
906.4,clear,High,11.4,freight,23.57
324.4,storm,Medium,16.76,freight,40.5
1980.2,rain,Medium,6.42,passenger,21.73
1814.7,fog,Medium,0.8,express,13.57
430.1,fog,Low,0.78,passenger,19.67
393.6,fog,Medium,13.21,express,15.92
111.7,clear,Medium,56.92,express,22.26
1948.5,clear,Low,6.62,passenger,13.87
532.3,clear,Low,1.35,express,8.19
1380.8,clear,High,8.7,freight,21.43
40.9,rain,Low,8.48,freight,16.06
1912.1,rain,Low,0.13,express,8.55
749.4,clear,High,12.18,freight,24.92
795.4,clear,High,2.4,express,9.77
1493.3,rain,Medium,20.8,freight,26.24
1830.7,clear,High,17.56,freight,27.5
1625.4,rain,Low,11.83,passenger,14.44
220.1,fog,Medium,1.34,express,10.11
197.2,rain,Low,4.15,passenger,13.93
1570.2,clear,Low,2.0,freight,12.43
1254.1,storm,Low,4.86,freight,30.01
1506.0,clear,High,2.28,express,10.54
231.0,clear,High,10.92,express,10.42
465.9,clear,Medium,15.75,freight,17.73
1700.2,fog,Medium,4.47,express,13.86
1928.2,rain,Medium,14.95,express,16.51
1781.4,clear,Low,3.2,express,9.3
1529.3,rain,High,6.16,freight,29.3
433.4,clear,High,38.39,passenger,25.08
190.5,clear,Medium,14.81,passenger,13.39
523.1,rain,Low,8.13,express,13.15
726.2,rain,Medium,21.72,passenger,20.99
832.6,fog,High,1.31,freight,35.07
720.7,rain,Low,3.68,passenger,13.24
377.8,rain,Low,19.33,freight,19.73
1529.6,clear,Medium,0.87,passenger,10.73
975.3,rain,Low,13.36,freight,19.95
1556.9,rain,Medium,11.95,express,13.91
1347.3,clear,Low,10.26,express,9.49
1072.3,rain,Medium,7.24,passenger,17.86
838.3,storm,Low,18.71,express,21.91
1852.2,rain,High,4.47,passenger,22.53
821.5,fog,High,15.88,passenger,28.87
1204.2,rain,Low,36.53,passenger,29.35
1441.0,clear,Low,22.45,freight,19.11
364.9,rain,High,5.53,passenger,20.99
234.0,fog,Low,13.95,passenger,18.07
741.1,clear,Medium,3.72,express,6.99
1942.1,storm,Medium,13.52,freight,44.63
919.7,rain,Medium,7.78,freight,22.12
46.2,clear,Medium,4.74,freight,24.91
1058.2,rain,Low,5.21,passenger,17.85
550.9,rain,Low,0.77,express,7.25
1448.2,rain,Low,4.98,passenger,22.95
1486.3,clear,Low,23.49,freight,20.51
1460.9,fog,High,24.69,passenger,34.44
1575.8,clear,High,8.19,freight,21.75
1752.9,rain,Low,7.94,passenger,13.47
742.9,clear,Low,1.95,passenger,9.1
1650.8,clear,Low,17.67,freight,17.81
822.0,rain,Low,0.08,freight,16.0
1828.8,clear,Low,20.71,express,21.88
1967.9,clear,Medium,1.92,express,13.11
835.1,rain,Medium,9.14,passenger,17.9
1703.9,storm,Low,2.31,passenger,23.56
1739.5,clear,Low,7.0,express,12.81
1665.5,clear,Medium,19.86,freight,30.2
1834.6,clear,Medium,6.83,passenger,13.14
194.9,clear,Medium,22.11,express,11.91
1913.1,clear,Medium,2.69,passenger,12.85
631.8,clear,Low,1.01,freight,11.55
337.9,storm,High,3.08,freight,50.14
620.5,rain,Medium,6.49,passenger,15.21
982.0,fog,Low,2.07,passenger,16.42
198.2,clear,Low,4.04,freight,14.12
1161.2,clear,Low,1.82,freight,11.86
586.5,clear,Low,11.22,freight,13.16
1446.7,clear,Medium,14.03,express,11.89
1280.3,rain,Low,0.87,passenger,12.2
97.5,clear,Medium,11.46,freight,16.74
1776.4,clear,Medium,1.06,freight,17.47
1408.8,rain,Low,11.27,passenger,14.89
119.3,rain,Medium,2.35,passenger,11.69
1217.4,clear,Medium,3.15,express,7.78
1201.0,fog,High,16.45,express,20.38
265.3,clear,High,0.38,freight,24.88
1383.7,clear,High,1.23,passenger,17.51
944.6,clear,High,6.27,freight,22.09
857.2,clear,Low,6.13,freight,11.77
371.6,clear,Medium,5.38,freight,16.46
232.6,fog,Low,10.58,express,10.38
957.1,rain,Low,10.59,express,16.1
1488.4,rain,Medium,16.23,express,14.97
1719.8,clear,Medium,3.9,freight,16.01
952.8,storm,Low,21.85,express,22.33
839.3,clear,Medium,14.47,express,10.76
412.5,fog,Medium,10.0,freight,30.56
1155.1,fog,Medium,11.1,express,19.6
1090.3,storm,Low,7.56,express,14.05
1817.2,fog,Medium,12.65,express,23.22
324.3,rain,High,0.92,express,18.98
1479.3,clear,Medium,13.28,express,12.39
1833.7,rain,High,49.29,passenger,34.04
1409.9,clear,Medium,1.67,express,8.09
1119.4,fog,Low,14.86,passenger,18.89
567.7,clear,Medium,1.3,passenger,13.24
1992.0,clear,Low,3.14,freight,15.31
193.2,clear,Low,6.96,express,7.15
921.5,clear,Medium,1.89,express,6.88
977.9,clear,Low,43.98,freight,24.02
367.6,clear,High,10.68,freight,20.71
1258.7,clear,Medium,3.71,express,11.62
1210.0,clear,Low,0.32,passenger,10.34
240.8,clear,High,4.82,freight,20.27
695.5,clear,Low,3.66,passenger,7.56
506.4,clear,Medium,5.63,express,12.78
838.6,fog,Medium,17.04,passenger,21.03
1066.8,clear,Low,1.88,express,5.73
1957.9,storm,Low,3.72,freight,33.83
968.8,clear,High,1.2,express,11.41
1993.5,clear,Low,7.32,freight,17.18
1606.4,fog,Medium,6.37,express,17.88
1737.8,clear,Medium,2.14,freight,22.78
1650.2,storm,Low,5.06,express,13.99
1334.5,rain,Medium,9.89,freight,30.45
1917.8,storm,High,18.56,passenger,44.46
793.4,clear,Low,5.76,express,10.98
812.1,fog,Low,10.22,passenger,16.16
1718.2,fog,Low,1.11,passenger,16.84
79.2,clear,High,7.94,express,10.89
825.8,rain,Medium,1.61,passenger,12.71
1688.3,clear,Low,27.59,freight,21.64
731.4,clear,Medium,6.28,express,13.98
32.9,clear,Medium,7.21,freight,14.53
951.4,rain,Low,13.52,express,15.94
1397.3,clear,Low,1.87,freight,12.37
1130.3,clear,High,7.97,passenger,16.17
1883.0,storm,Medium,17.85,freight,45.38
92.6,rain,Low,8.05,passenger,11.63
888.2,clear,Medium,5.86,freight,15.46
1233.9,clear,Low,12.19,express,11.35
202.9,clear,High,5.59,freight,21.98
1543.2,fog,Low,13.89,freight,24.8
1017.2,fog,Low,6.35,freight,22.24
925.6,clear,Low,13.96,freight,17.97
394.3,rain,Low,2.07,passenger,10.99
1825.0,clear,Low,0.6,passenger,15.33
1362.4,clear,Medium,3.09,freight,22.1
390.2,rain,High,6.13,express,12.0
1246.0,rain,High,7.43,passenger,22.35
1760.5,rain,Medium,8.88,passenger,19.66
1243.7,clear,Low,10.14,express,10.94
451.6,clear,Medium,19.66,freight,18.29
1832.7,clear,Low,0.6,passenger,8.97
762.5,clear,Medium,1.2,express,6.53
326.9,fog,High,15.7,freight,39.06
1229.8,rain,Medium,0.83,express,11.28
1662.2,clear,High,0.64,freight,28.06
416.5,clear,Low,0.46,freight,8.98
42.8,fog,Low,10.18,express,9.86
1708.7,storm,High,18.27,express,33.04
318.8,clear,Medium,9.04,express,18.84
1119.3,rain,Medium,6.86,passenger,21.67
14.4,fog,High,2.29,passenger,21.91
347.6,clear,Low,2.69,passenger,10.51
698.8,rain,Low,1.98,freight,14.44
1923.5,rain,High,8.76,express,17.23
857.4,fog,High,2.4,express,15.08
1633.3,fog,Low,4.82,freight,22.42
1650.4,rain,High,1.09,freight,29.89
1196.9,storm,Low,10.29,express,16.32
1890.9,rain,Medium,6.09,freight,23.03
1896.9,fog,Medium,0.5,freight,36.81
89.2,clear,High,2.9,express,8.54
969.2,clear,Medium,17.3,express,18.42
1415.3,fog,Low,6.02,passenger,14.85
1291.2,rain,Medium,20.8,freight,26.02
761.4,clear,Medium,37.17,passenger,21.23
345.1,clear,High,12.55,passenger,19.66
1759.5,clear,Low,2.19,express,11.03
295.0,clear,High,3.53,freight,21.3
1261.2,rain,Low,13.04,passenger,17.4
285.0,clear,Medium,19.99,express,18.8
1525.7,fog,Medium,0.11,freight,26.12
1996.4,clear,Low,7.63,express,15.88
1657.2,clear,Low,10.64,freight,15.3
283.1,storm,Low,13.29,passenger,19.6
1804.9,fog,Medium,12.63,express,24.43
325.3,clear,Medium,0.84,express,6.62
1939.4,fog,Low,11.16,freight,24.31
162.3,fog,Low,18.53,passenger,20.68
579.0,clear,Low,8.35,passenger,9.96
27.7,rain,High,1.81,freight,26.5
832.9,clear,High,4.21,passenger,13.36
1406.8,fog,Low,9.58,freight,21.7
1195.5,clear,High,5.05,freight,20.45
1679.5,clear,Medium,14.6,freight,20.21
1912.7,clear,Medium,5.13,passenger,12.88
929.8,clear,High,1.44,passenger,13.1
600.7,fog,Medium,3.47,passenger,17.72
710.4,fog,High,4.34,passenger,27.6
1237.4,storm,High,16.66,passenger,38.21
566.2,clear,High,25.46,passenger,22.39
649.6,clear,Low,22.17,express,13.84
1153.1,rain,High,1.38,express,12.06
1688.1,fog,Low,4.11,freight,20.83
541.2,rain,Low,7.01,express,7.95
1524.0,clear,High,13.39,passenger,21.23
352.0,fog,High,0.56,passenger,21.87
438.5,clear,Medium,24.04,passenger,16.95
1627.3,clear,High,9.95,express,18.58
338.4,storm,Low,5.49,freight,27.59
1900.0,storm,High,25.88,passenger,45.13
1520.1,rain,Low,35.11,express,21.03
923.0,rain,High,12.71,express,15.47
1491.1,clear,Low,1.24,express,21.48
804.5,clear,High,15.5,express,16.81
760.4,clear,Medium,5.88,freight,17.14
118.1,storm,Medium,13.82,express,17.89
469.7,clear,Low,15.01,passenger,12.66
1932.4,storm,High,1.84,express,22.7
1400.0,clear,Low,0.1,express,7.43
278.5,clear,Medium,3.01,passenger,9.9
1096.2,clear,Low,7.28,freight,15.02
558.3,clear,High,35.28,freight,29.25
488.3,rain,Medium,13.03,express,12.65
603.1,clear,High,5.68,freight,20.17
426.5,fog,Medium,6.91,express,12.29
1097.9,rain,High,0.79,freight,29.06
1030.6,rain,Low,6.78,express,12.97
1644.6,clear,Medium,17.84,express,14.49
1631.9,fog,High,17.63,freight,41.76
564.9,clear,Low,10.66,express,9.87
989.7,clear,Low,3.09,express,7.98
1406.0,storm,High,4.85,passenger,34.78
1433.4,fog,Low,23.23,freight,28.78
1724.5,clear,Medium,0.58,freight,15.66
613.5,fog,Low,25.47,freight,27.45
1874.1,clear,Low,0.22,express,7.93
770.1,rain,Medium,2.62,express,9.5
1069.0,rain,Low,9.15,express,14.73
131.1,rain,Medium,0.56,passenger,10.97
1423.4,clear,High,21.45,passenger,29.9
1300.4,rain,Medium,15.22,freight,27.66
192.9,rain,High,15.66,express,16.42
1822.2,clear,Low,1.79,passenger,11.04
1245.1,rain,Medium,1.1,express,9.83
1441.9,clear,Low,2.01,express,7.96
1959.4,storm,Medium,21.48,passenger,36.32
1688.6,rain,Medium,15.63,express,21.36
1544.0,rain,Medium,1.87,express,10.02
25.8,clear,High,15.12,express,13.5
888.9,clear,High,6.55,express,10.49
918.5,storm,Medium,7.1,freight,41.13
32.3,clear,Low,1.79,express,3.98
387.8,rain,Low,5.21,passenger,10.08
1319.3,rain,Low,16.64,passenger,16.83
96.1,rain,Low,3.28,express,7.78
1496.4,rain,High,2.0,passenger,26.94
900.9,fog,Medium,1.2,passenger,30.54
412.4,clear,High,1.78,freight,20.83
957.9,clear,High,0.65,express,10.24
1331.6,rain,Medium,8.1,freight,21.95
1871.3,clear,Low,14.46,freight,16.37
1489.5,fog,High,4.56,express,16.69
988.4,clear,Low,4.35,freight,12.48
1145.4,clear,High,1.37,passenger,15.07
420.4,rain,Medium,3.77,express,12.69
991.5,rain,Medium,6.69,freight,22.02
601.3,clear,High,31.2,express,25.01
516.3,clear,High,9.98,freight,20.2
299.5,clear,High,0.27,passenger,11.65
1579.7,clear,Low,13.88,express,11.62
1891.0,clear,High,16.9,freight,33.79
780.0,clear,Medium,16.62,express,13.36
1450.7,rain,Medium,3.54,express,10.96
1865.6,clear,Medium,8.71,passenger,20.8
1590.3,clear,High,8.08,freight,21.96
1070.4,rain,Low,0.2,express,7.91
1473.3,rain,High,39.06,freight,41.12
482.7,clear,High,2.06,passenger,14.4
704.7,clear,Medium,9.94,express,11.99
1665.2,clear,High,8.42,passenger,21.58
1785.5,rain,Low,8.07,passenger,17.87
195.4,clear,High,1.31,freight,18.38
1489.2,clear,High,5.43,passenger,14.83
1603.1,clear,Medium,3.22,passenger,11.67
300.5,rain,Medium,8.86,freight,21.39
1757.4,clear,Medium,1.58,express,9.98
1571.5,clear,Medium,15.33,freight,24.5
1332.9,storm,Medium,17.6,freight,43.68
1382.8,clear,Low,37.83,passenger,20.07
1970.5,rain,Low,3.83,passenger,14.63
1073.3,rain,Medium,5.17,express,10.09
1167.1,fog,High,5.38,passenger,25.47
44.7,fog,Medium,7.61,freight,27.6
1544.8,rain,High,2.52,passenger,27.69
1647.8,clear,Medium,3.42,passenger,15.46
422.2,clear,Medium,0.94,passenger,8.48
1537.5,clear,High,1.2,passenger,16.94
1098.4,storm,Medium,7.42,express,20.03
949.0,rain,Low,19.68,passenger,17.43
817.3,rain,Medium,2.63,passenger,13.8
69.1,fog,Medium,0.12,express,8.71
996.2,rain,High,40.39,passenger,33.11
1305.8,rain,Medium,13.84,passenger,17.98
1847.0,clear,Low,0.6,passenger,11.24
722.2,rain,High,2.34,freight,28.91
1047.4,clear,Low,3.13,freight,14.85
631.4,clear,Low,0.25,freight,9.63
723.6,storm,Medium,7.09,express,16.62
821.7,clear,Low,5.85,freight,14.71
1292.6,rain,Medium,4.72,passenger,14.67
1433.2,clear,Low,7.24,freight,19.76
334.9,rain,High,5.65,express,19.13
954.2,clear,Medium,30.74,express,15.97
927.2,fog,High,22.77,passenger,32.79
957.5,rain,Medium,0.84,express,15.78
298.9,clear,Medium,0.74,passenger,7.86
1373.0,clear,Medium,4.78,freight,15.55
1375.4,rain,High,4.45,passenger,19.77
1910.8,rain,High,2.94,express,16.29
1965.3,rain,High,7.69,express,31.96
484.2,storm,High,2.84,freight,49.9
338.1,rain,Medium,2.91,freight,18.86
257.8,clear,Low,6.61,freight,11.31
788.6,rain,Medium,9.1,express,17.44
1987.0,clear,Low,1.39,freight,12.7
551.7,clear,High,14.68,express,12.15
1304.5,clear,Low,4.18,passenger,11.31
1227.8,clear,Medium,7.94,freight,18.97
184.3,fog,Low,19.02,express,12.79
45.0,fog,Low,26.41,freight,24.49
1269.2,rain,Medium,18.12,freight,26.9
548.3,rain,Medium,45.86,express,26.73
29.1,rain,Low,3.48,freight,16.16
228.5,clear,Low,7.15,passenger,9.23
709.5,clear,High,9.29,passenger,15.07
1233.8,clear,Low,9.52,freight,14.22
52.0,clear,High,4.45,passenger,12.17
943.3,clear,High,13.91,freight,22.14
140.4,rain,Low,3.97,express,6.32
1478.2,storm,Medium,1.54,passenger,24.46
319.0,rain,High,6.52,passenger,21.9
1861.3,clear,Low,0.06,express,7.12
1465.6,clear,Medium,9.03,express,12.28
1902.9,clear,High,2.75,freight,21.51
723.2,clear,Medium,4.9,passenger,11.22
1479.7,rain,Medium,6.71,express,11.77
1464.2,clear,High,4.7,passenger,19.08
1028.2,fog,High,7.32,passenger,32.9
551.5,rain,Medium,8.9,express,10.56
692.7,fog,High,0.24,freight,36.19
1069.8,rain,Medium,4.73,freight,20.51
1437.5,storm,Medium,1.56,freight,38.06
1526.5,rain,Low,7.63,freight,23.02
1000.6,clear,Low,7.24,freight,15.42
381.4,storm,Medium,2.32,express,18.69
1515.4,clear,Medium,2.78,freight,22.4
323.6,clear,Low,31.81,passenger,16.38
1254.4,clear,Low,6.54,passenger,9.55
1961.1,rain,Medium,6.54,passenger,17.97
1479.6,clear,Low,16.7,passenger,13.45
1517.9,fog,High,3.21,passenger,25.93
1836.4,clear,Low,2.78,express,16.0
1730.3,clear,High,1.9,passenger,17.07
1170.3,clear,Medium,12.52,passenger,14.95
1422.8,rain,High,6.15,passenger,20.47
1606.7,clear,Medium,1.9,passenger,11.14
688.2,clear,High,8.18,express,10.64
1601.8,fog,Low,0.68,freight,22.11
756.0,clear,Low,4.86,express,7.24
811.5,fog,Medium,14.03,express,18.37
674.7,clear,Medium,7.72,freight,20.79
759.3,clear,Low,4.47,passenger,13.27
350.5,storm,High,2.54,freight,50.0
1946.5,clear,High,7.59,freight,25.86
1558.3,clear,High,21.76,express,18.15
1329.3,fog,High,1.05,freight,46.92
1741.6,clear,High,8.14,passenger,17.09
1315.9,storm,Medium,3.68,passenger,30.27
1927.0,fog,High,11.59,passenger,28.1
1952.8,clear,Low,20.16,freight,21.33
366.4,clear,High,7.36,passenger,16.88
737.3,clear,High,16.56,passenger,18.87
1753.9,clear,Medium,3.53,passenger,19.11
92.4,rain,High,8.41,express,15.76
1763.1,clear,Medium,2.86,express,8.87
711.8,fog,Low,33.86,freight,27.66
1183.6,storm,Low,3.71,passenger,19.37
1120.9,clear,Medium,10.06,freight,19.02
1490.1,clear,Medium,12.89,freight,19.12
84.2,rain,Medium,30.95,passenger,20.33
656.8,rain,Medium,6.87,passenger,20.82
1735.3,storm,High,3.55,passenger,34.79
409.3,fog,Low,3.14,passenger,15.4
1383.7,clear,High,6.27,freight,25.35
1628.6,clear,Medium,2.35,express,10.35
592.1,storm,Medium,20.17,express,21.96
1926.9,clear,High,10.76,freight,27.72
206.9,clear,Medium,1.16,express,10.99
621.1,storm,Low,4.56,freight,26.81
1334.6,fog,Low,6.39,passenger,15.25
1192.2,clear,Low,5.01,freight,11.97
314.7,rain,Low,5.13,freight,26.55
1660.5,storm,Low,18.78,passenger,23.99
1584.5,fog,High,5.76,express,19.17
1167.0,clear,High,7.71,passenger,23.26
1062.7,clear,High,9.16,freight,21.61
1293.7,clear,Medium,13.03,freight,24.06
278.4,clear,High,43.38,passenger,23.73
972.1,fog,Low,8.6,express,21.53
1836.9,clear,High,0.01,express,13.38
963.0,clear,High,2.24,express,10.16
1452.4,rain,Low,2.06,passenger,14.33
876.8,clear,Medium,3.91,freight,14.16
64.4,clear,Medium,5.87,express,7.87
908.2,rain,High,27.82,freight,40.66
1441.1,rain,Low,5.11,freight,19.8
691.9,fog,Low,5.22,freight,23.88
831.6,clear,Medium,7.34,passenger,13.47
1454.3,rain,Medium,2.34,freight,20.83
262.4,rain,Medium,4.6,passenger,13.15
1574.2,rain,Medium,5.13,passenger,15.27
1419.4,rain,Medium,2.86,freight,32.63
1626.7,clear,Low,14.36,express,18.55
190.0,storm,Medium,2.74,passenger,27.3
614.2,rain,Low,40.77,passenger,23.57
1427.2,rain,Low,1.58,passenger,12.38
597.2,fog,Low,39.64,express,20.81
52.3,storm,Medium,2.42,passenger,25.09
644.6,rain,Low,4.27,express,15.06
1182.6,storm,Low,1.96,passenger,28.75
1156.1,storm,Low,25.43,freight,34.89
1949.4,storm,High,3.68,express,26.46
1014.9,clear,Medium,23.71,freight,23.63
1454.7,fog,High,5.39,express,16.61
1686.6,clear,Low,11.17,passenger,14.42
656.4,clear,High,10.5,express,15.19
1034.6,clear,Medium,17.04,freight,20.74
125.4,clear,Medium,3.07,passenger,9.71
1441.5,clear,Low,16.53,passenger,14.78
1480.6,rain,Medium,3.77,express,10.61
1101.5,clear,Low,0.06,freight,12.96
1215.0,rain,Low,17.36,freight,20.92
1441.4,clear,High,1.78,passenger,14.56
1862.1,rain,Low,2.8,passenger,14.85
861.7,rain,Low,3.06,express,9.92
1925.9,clear,Low,1.11,passenger,13.02
1067.4,rain,Low,14.82,passenger,15.03
880.0,rain,Low,5.14,express,9.51
856.6,clear,Medium,28.12,passenger,17.42
1292.8,fog,High,11.21,passenger,26.27
1849.9,clear,High,1.54,express,19.67
1817.9,clear,Low,1.91,express,13.89
1387.9,rain,Medium,0.11,passenger,20.84
257.2,clear,High,11.52,express,14.62
1571.3,clear,High,0.34,express,13.29
1482.9,clear,Low,6.68,express,8.83
1603.2,clear,Low,4.71,passenger,11.1
1028.1,clear,Low,3.02,passenger,11.27
1139.0,clear,Medium,8.24,freight,19.45
1556.1,clear,Medium,17.27,express,15.36
1281.2,storm,Low,9.96,freight,33.35
1579.7,fog,Medium,3.54,passenger,18.3
63.5,clear,Medium,6.35,freight,16.65
947.5,clear,High,26.89,express,20.14
1353.6,rain,Medium,3.78,express,11.32
1359.4,clear,Medium,6.35,freight,18.34
1360.2,clear,High,9.23,passenger,16.62
1753.3,clear,Medium,1.58,express,16.39
754.3,fog,Low,4.02,express,11.12
1909.6,clear,Medium,17.56,express,13.51
1682.9,clear,Medium,31.37,passenger,23.01
1215.0,clear,Low,10.87,express,9.1
1121.8,rain,Low,2.9,express,9.59
1269.7,clear,Low,7.06,freight,15.23
1751.0,clear,Low,6.88,freight,14.2
940.6,fog,Low,3.36,freight,19.14
617.3,rain,Medium,2.11,passenger,19.66
1319.8,fog,High,21.38,passenger,31.31
1967.9,rain,High,1.71,express,18.81
898.8,storm,Low,59.68,passenger,35.42
989.2,fog,Low,11.61,express,17.45
1620.6,fog,Low,8.47,express,13.07
652.6,rain,Medium,4.48,passenger,14.33
724.0,fog,Low,7.86,express,10.73
814.4,rain,Medium,15.51,freight,24.08
834.5,clear,Low,21.17,express,15.85
494.2,clear,High,1.44,express,13.71
843.0,fog,Low,0.59,freight,18.98
1751.2,fog,High,4.26,freight,45.21
1165.7,rain,High,7.12,freight,28.89
1056.0,rain,Medium,19.96,freight,25.13
514.9,fog,Low,1.67,passenger,22.85
1010.1,rain,Medium,2.85,freight,23.72
123.4,clear,Low,22.26,passenger,13.79
878.6,rain,Medium,5.97,express,10.87
685.2,fog,High,23.43,freight,40.45
1915.1,rain,Medium,7.74,freight,23.29
1517.6,clear,Medium,7.78,express,16.44
49.1,clear,Low,3.1,freight,9.34
1524.4,storm,Medium,9.27,passenger,27.68
1594.5,fog,Medium,13.97,passenger,29.72
1912.9,clear,Medium,22.92,passenger,20.45
1005.3,rain,Low,1.16,express,7.77
1602.3,rain,Low,9.35,freight,18.38
405.5,rain,Low,7.68,express,9.31
1155.8,clear,High,18.42,passenger,18.93
347.5,clear,Low,5.15,passenger,17.05
766.2,clear,Medium,31.71,passenger,26.19
536.9,rain,Low,23.52,express,14.11
1698.4,clear,Medium,16.0,express,12.54
446.1,clear,High,11.28,passenger,14.83
1795.6,storm,High,18.53,express,29.35
1411.4,storm,High,26.2,passenger,40.82
530.3,rain,Medium,12.76,freight,24.6
765.6,fog,Medium,7.15,passenger,18.9
1293.5,rain,Low,16.51,express,18.82
983.2,fog,Low,4.93,passenger,14.51
734.2,clear,Low,0.0,express,5.56
26.5,clear,Low,0.77,freight,9.14
1564.9,storm,High,22.51,freight,63.62
