temperature,vibration,usage_hours,last_service_days,fault_history,risk_score,status
65.99,3.5336,41891.1,251,6,49.4,Critical
59.02,1.2385,43896.4,277,6,42.96,Critical
49.81,0.7267,3419.6,61,9,18.9,Healthy
76.51,0.1094,34660.0,89,1,32.9,Healthy
107.62,1.2458,42946.6,266,2,51.95,Critical
84.98,1.3032,21235.4,204,7,36.17,Warning
77.46,1.3194,44428.9,181,8,45.76,Critical
44.21,1.2258,37759.5,353,13,44.34,Critical
90.99,1.7784,10009.4,73,7,30.23,Healthy
96.59,0.4386,20380.6,30,12,38.42,Warning
66.46,3.3988,38324.6,289,1,45.21,Critical
57.91,2.8392,11863.2,170,10,29.21,Healthy
51.87,1.3794,30199.0,234,3,29.44,Healthy
51.14,2.8943,47842.9,145,10,33.7,Healthy
79.17,1.7434,22771.2,354,5,36.72,Warning
89.01,2.567,36280.1,211,8,46.13,Critical
80.06,5.3032,2883.3,77,8,34.74,Warning
98.57,0.0708,37977.7,258,5,43.49,Critical
74.51,0.0618,12228.4,299,2,32.71,Healthy
69.82,1.3667,30659.9,357,2,41.5,Warning
69.76,1.7899,23960.5,38,2,30.62,Healthy
73.44,3.993,46601.6,260,8,54.94,Critical
108.04,0.6747,41232.7,41,9,47.84,Critical
84.0,1.1647,11967.2,298,11,38.28,Warning
86.9,2.1279,9112.2,84,1,32.15,Healthy
98.4,1.0249,23746.7,251,1,38.26,Warning
63.35,0.0773,18865.6,5,11,21.6,Healthy
109.74,1.1528,48047.0,305,11,61.68,Critical
60.65,4.9727,19131.5,200,8,33.52,Healthy
86.67,2.1105,42010.8,216,1,45.78,Critical
97.33,2.5424,13443.7,39,11,41.95,Warning
78.14,4.899,9832.1,262,14,42.61,Critical
83.66,0.6628,32799.2,295,3,37.99,Warning
69.16,2.8187,38695.1,340,9,54.93,Critical
67.98,2.3766,31622.4,151,13,45.5,Critical
78.35,6.7446,17123.3,14,7,33.79,Healthy
70.55,0.1941,12532.9,317,7,35.66,Warning
73.64,1.5741,44879.9,290,11,56.54,Critical
79.41,11.3116,8180.8,53,5,38.93,Warning
84.84,0.8966,40375.3,233,8,51.6,Critical
77.51,1.6555,40392.8,13,4,40.08,Warning
58.09,0.4408,39674.7,95,12,34.59,Warning
73.2,0.9856,3496.6,230,14,35.76,Warning
64.56,1.2231,18803.4,135,1,28.0,Healthy
79.45,4.8274,16947.0,185,6,37.98,Warning
85.42,0.1496,22384.3,128,6,31.26,Healthy
82.35,0.6139,45518.1,70,2,39.19,Warning
77.47,0.3928,31673.1,207,14,45.68,Critical
81.45,0.317,26426.7,252,2,41.45,Warning
65.37,8.7181,28920.7,137,6,38.06,Warning
98.99,0.5133,8224.0,223,5,40.16,Warning
92.32,2.458,13129.9,48,2,27.05,Healthy
64.0,1.802,4879.1,70,13,19.98,Healthy
72.84,0.9893,45041.4,230,8,47.07,Critical
81.77,1.5424,45933.0,45,7,36.77,Warning
81.49,1.8602,43497.4,157,14,48.62,Critical
75.22,3.6181,26894.2,191,7,40.31,Warning
58.22,4.5908,22963.4,253,6,40.41,Warning
90.56,7.3084,41894.2,32,1,47.08,Critical
82.39,2.9233,16684.8,95,12,38.71,Warning
70.67,0.7429,43971.5,56,5,35.7,Warning
69.36,2.1479,36055.3,212,7,46.31,Critical
60.02,0.4371,43030.9,277,7,44.38,Critical
50.78,2.5834,44364.2,233,9,43.93,Critical
76.22,2.009,3735.5,86,12,30.32,Healthy
98.48,1.3776,6322.5,189,3,28.96,Healthy
89.51,0.3008,23364.3,221,10,38.07,Warning
78.45,1.7341,940.8,222,8,32.57,Healthy
89.52,0.6766,32505.5,89,9,39.99,Warning
75.16,3.1375,18277.9,222,12,40.02,Warning
53.07,1.6585,609.2,288,5,31.08,Healthy
45.05,1.5946,33758.0,145,0,32.39,Healthy
91.11,1.2459,11125.4,2,6,27.69,Healthy
58.93,2.1814,35170.1,199,2,32.57,Healthy
86.95,0.6127,4400.4,210,2,31.05,Healthy
73.56,1.1682,39881.2,187,5,40.66,Warning
81.75,6.8488,36646.1,71,3,42.32,Critical
74.08,1.1408,36836.0,215,13,49.93,Critical
98.98,0.0274,17319.8,129,3,38.09,Warning
77.46,2.436,47511.6,5,14,52.18,Critical
70.85,0.3825,45046.6,7,10,32.26,Healthy
88.4,0.364,43046.6,188,0,39.61,Warning
92.12,0.7829,20014.0,360,10,48.95,Critical
79.8,2.1329,23577.9,173,5,32.45,Healthy
66.76,0.8715,49738.0,8,13,45.27,Critical
45.41,2.4656,22704.0,9,0,18.67,Healthy
81.46,2.4572,14476.2,219,6,33.41,Healthy
67.03,1.7322,9333.0,242,5,32.17,Healthy
69.09,4.0676,40072.3,240,12,52.27,Critical
81.72,4.227,362.0,166,6,31.23,Healthy
81.56,0.238,37983.8,49,13,37.73,Warning
103.6,0.1572,33836.5,268,11,50.27,Critical
74.28,1.9062,38785.8,265,1,39.38,Warning
57.7,0.377,17701.9,25,1,12.85,Healthy
88.38,0.5146,40891.4,357,10,52.55,Critical
99.15,2.8544,46679.3,199,5,52.32,Critical
78.07,3.9793,17685.4,2,9,26.7,Healthy
48.39,0.1736,42318.0,310,10,46.27,Critical
60.12,0.568,7839.4,326,13,32.94,Healthy
80.44,0.9145,38927.2,95,8,42.96,Critical
106.04,5.0222,7618.8,82,2,27.09,Healthy
88.22,7.5306,19489.8,304,0,42.56,Critical
89.71,0.6611,42388.0,135,9,45.94,Critical
79.56,3.7232,48685.1,71,7,41.91,Warning
43.58,0.7066,36784.6,21,12,29.62,Healthy
78.23,1.027,5394.0,159,8,30.57,Healthy
70.09,0.2065,46315.0,261,2,43.01,Critical
47.27,0.3253,34148.1,108,10,30.6,Healthy
81.99,0.6019,7772.9,74,13,32.93,Healthy
80.22,0.6978,37042.6,66,5,38.15,Warning
71.24,1.1913,4656.8,144,12,32.57,Healthy
75.93,0.8514,11437.3,118,12,30.02,Healthy
89.46,11.7071,5661.2,176,12,50.14,Critical
49.73,0.0241,20629.4,263,0,27.96,Healthy
73.23,5.6631,26462.1,34,1,34.96,Warning
56.43,2.4834,47780.5,306,9,49.49,Critical
83.53,5.691,1738.6,147,10,26.83,Healthy
46.2,0.1304,36307.9,338,14,45.44,Critical
81.08,3.8011,31691.3,296,8,45.85,Critical
70.28,0.4942,21972.8,26,2,29.75,Healthy
65.77,1.3173,32604.4,138,11,40.77,Warning
87.43,3.8286,7267.3,40,6,29.78,Healthy
93.18,0.4147,777.6,131,14,37.92,Warning
89.85,6.131,7616.2,350,14,50.14,Critical
74.88,0.0841,37402.9,211,0,29.77,Healthy
104.93,9.98,44258.0,68,12,65.92,Critical
70.64,3.3838,30118.2,359,14,51.2,Critical
87.71,8.9587,34420.5,61,5,44.01,Critical
72.24,0.365,28546.7,255,12,42.59,Critical
54.56,1.3439,8198.3,135,7,26.49,Healthy
80.55,0.179,22767.0,133,0,30.41,Healthy
67.97,2.272,9283.7,325,11,36.29,Warning
82.14,6.8243,37635.8,352,9,59.03,Critical
95.43,2.6308,45503.5,352,4,57.35,Critical
91.25,6.0691,5034.2,2,8,26.67,Healthy
91.1,6.2098,15916.8,348,4,44.68,Critical
101.7,2.9835,3151.0,56,0,28.04,Healthy
66.09,7.2042,29969.1,354,5,49.74,Critical
67.3,1.5402,4138.5,304,0,27.97,Healthy
91.89,1.2669,914.3,232,13,37.3,Warning
87.66,2.4771,12406.8,127,11,36.48,Warning
64.31,0.6073,37418.2,211,2,32.57,Healthy
62.75,3.1781,11176.4,88,0,21.71,Healthy
76.72,7.6649,28960.6,342,4,50.77,Critical
98.45,1.1267,34953.8,31,5,35.82,Warning
60.87,1.7745,48632.5,303,12,51.14,Critical
64.68,3.2099,49516.0,102,2,33.16,Healthy
65.2,0.1501,4348.7,99,10,23.48,Healthy
46.15,7.7312,10581.5,240,10,33.68,Healthy
96.36,2.0252,23319.5,101,4,35.62,Warning
87.49,0.2219,22486.4,99,9,33.32,Healthy
61.94,0.3664,21119.1,179,4,27.0,Healthy
80.46,1.3236,40371.1,191,3,43.65,Critical
83.71,0.3788,35980.8,333,7,41.1,Warning
75.25,2.0641,20738.5,351,0,32.87,Healthy
55.61,3.9191,28526.9,95,3,29.59,Healthy
97.09,5.0931,2345.0,45,12,37.3,Warning
73.57,1.3301,17142.0,188,4,30.45,Healthy
91.31,4.0448,3232.2,191,1,31.97,Healthy
56.15,0.8406,3987.6,339,14,32.1,Healthy
45.4,3.456,13466.0,349,0,30.08,Healthy
89.64,3.0655,10725.4,327,9,44.85,Critical
51.09,5.7648,23783.7,343,1,37.18,Warning
77.58,0.5447,22162.5,201,0,35.45,Warning
61.28,0.5518,4129.3,353,0,25.06,Healthy
81.48,0.4731,30130.0,304,13,48.68,Critical
55.42,1.1427,33861.5,64,2,22.24,Healthy
83.31,2.7463,48283.0,160,1,44.28,Critical
109.78,1.4892,15150.3,7,7,30.49,Healthy
74.93,0.8663,45913.3,348,6,46.71,Critical
96.14,0.9247,34922.6,194,5,40.46,Warning
97.89,2.4433,559.4,114,2,31.95,Healthy
68.52,0.495,48554.9,323,13,56.16,Critical
85.97,0.5848,25947.0,254,13,47.17,Critical
71.81,2.6419,41676.5,169,12,47.03,Critical
68.85,5.5796,46290.6,6,2,35.11,Warning
85.58,3.098,21577.3,128,9,36.03,Warning
78.86,0.8887,11375.1,345,9,42.83,Critical
84.2,1.8858,43127.5,324,10,47.62,Critical
69.64,1.8731,18564.0,231,9,32.6,Healthy
82.49,2.3613,36572.3,97,2,37.79,Warning
89.69,7.0526,36402.8,276,7,57.95,Critical
77.29,4.3565,42033.4,14,10,44.89,Critical
84.81,0.16,13194.8,186,3,27.71,Healthy
45.09,6.3015,46026.1,208,3,35.1,Warning
81.3,0.9464,15401.4,83,10,30.42,Healthy
38.24,0.6599,45680.1,41,0,24.96,Healthy
64.93,0.2102,4760.7,102,3,21.95,Healthy
77.93,6.5142,47713.4,318,10,59.21,Critical
69.55,0.8201,48558.2,150,10,45.24,Critical
54.68,4.5901,26450.1,219,2,37.53,Warning
81.64,2.1055,17986.3,207,13,42.98,Critical
90.49,7.1462,26744.9,78,11,46.22,Critical
67.93,0.4401,46729.4,48,3,33.69,Healthy
85.5,1.063,3567.0,132,6,34.07,Warning
98.86,3.0647,49126.8,342,14,69.64,Critical
65.49,0.7901,21624.4,140,2,23.19,Healthy
63.17,3.5038,14511.1,17,2,19.66,Healthy
101.78,0.1197,39970.3,195,3,42.6,Critical
97.63,3.4438,32562.9,313,8,51.15,Critical
84.98,8.7568,49636.0,37,11,54.78,Critical
50.12,6.1542,28510.6,193,10,42.49,Critical
110.09,2.45,11847.6,244,10,50.35,Critical
76.06,1.0844,20240.5,24,11,23.38,Healthy
85.58,0.8762,17083.6,86,8,33.4,Healthy
74.21,1.068,9904.1,304,7,36.53,Warning
69.71,0.4324,41633.4,303,11,42.64,Critical
53.83,11.2525,32170.3,195,2,49.09,Critical
57.5,6.4846,37737.3,143,8,47.82,Critical
62.39,0.5776,32315.8,249,3,28.77,Healthy
62.78,1.8612,14756.7,231,1,28.79,Healthy
54.68,0.5314,15496.0,75,13,27.85,Healthy
70.76,0.5376,11517.5,214,13,30.28,Healthy
87.54,0.3171,20745.9,305,11,45.0,Critical
70.45,0.7888,11919.2,102,13,28.13,Healthy
75.29,4.395,14346.0,12,10,31.19,Healthy
100.8,0.0946,19292.9,262,2,37.26,Warning
37.79,0.74,37592.1,87,7,30.45,Healthy
78.6,3.0376,6984.8,275,12,40.7,Warning
87.77,2.8768,38719.8,331,3,50.75,Critical
76.89,3.253,15269.2,104,5,30.2,Healthy
44.11,0.0755,26456.5,126,3,16.93,Healthy
63.18,0.8605,47759.9,294,3,39.52,Warning
76.61,5.8857,14611.4,290,14,47.98,Critical
67.08,0.9838,24397.7,175,7,35.17,Warning
81.43,0.4377,41002.9,124,9,40.75,Warning
68.57,2.6761,28819.4,307,10,44.35,Critical
58.37,0.9542,42102.9,218,2,35.71,Warning
62.95,2.1624,6606.8,204,7,24.69,Healthy
56.15,0.2034,45806.1,234,1,34.58,Warning
72.67,1.927,6239.5,115,14,33.88,Warning
85.35,0.6298,37776.4,139,9,40.33,Warning
69.52,0.7901,35526.7,135,11,42.05,Warning
80.3,1.023,17856.7,145,10,34.97,Warning
66.88,2.0523,33301.7,110,1,30.56,Healthy
75.48,1.2076,20393.2,273,0,37.83,Warning
75.97,3.2474,43501.5,22,13,46.56,Critical
49.29,3.1673,882.6,338,12,25.84,Healthy
89.63,4.805,37793.6,182,1,45.69,Critical
94.21,0.7834,14464.7,242,2,32.8,Healthy
62.6,0.4109,23848.9,38,8,27.8,Healthy
64.61,0.5569,10020.3,180,7,24.67,Healthy
68.0,1.1317,46731.3,254,3,50.61,Critical
53.15,3.1915,32285.3,244,1,38.83,Warning
58.34,0.809,42272.2,222,1,31.16,Healthy
66.77,0.4298,15334.3,231,2,33.19,Healthy
50.42,2.2145,31968.8,274,10,41.85,Warning
61.07,0.8976,5705.1,212,13,25.24,Healthy
87.74,0.1154,34761.2,318,2,46.25,Critical
70.55,3.46,48671.2,134,9,46.0,Critical
64.95,0.8949,38597.4,354,3,48.11,Critical
71.25,1.724,45009.6,115,11,40.54,Warning
98.88,1.6861,40816.4,286,1,45.28,Critical
85.54,9.2147,48908.2,230,3,52.86,Critical
48.89,0.0346,45870.1,192,13,34.0,Warning
79.77,3.9087,16362.7,33,9,30.45,Healthy
79.43,4.854,21913.8,32,13,36.38,Warning
51.47,5.9298,11899.8,174,2,34.33,Warning
90.27,0.8282,28492.3,87,1,29.28,Healthy
73.3,7.4251,34641.9,248,2,51.72,Critical
57.98,5.1616,883.1,286,8,31.81,Healthy
73.13,4.7564,41275.8,169,4,39.47,Warning
55.75,0.135,16452.6,223,6,25.23,Healthy
83.09,1.5298,5498.4,355,9,38.45,Warning
66.57,0.1499,2425.7,133,13,25.06,Healthy
63.12,0.6236,2781.5,298,6,30.5,Healthy
62.06,0.2358,34058.5,167,11,36.91,Warning
76.75,3.0899,25758.2,152,12,43.05,Critical
78.37,4.7152,34530.1,1,14,39.3,Warning
60.75,1.7318,35663.0,325,11,45.71,Critical
41.28,1.4008,47505.0,126,6,35.95,Warning
63.65,0.4495,3116.5,127,1,15.42,Healthy
68.07,1.0274,7382.2,316,4,33.17,Healthy
76.71,0.6121,26322.8,330,6,43.14,Critical
69.63,0.2106,4604.4,295,7,26.39,Healthy
77.71,0.4519,28178.0,252,1,35.79,Warning
88.71,0.9489,26604.3,279,12,45.94,Critical
64.16,4.2434,35417.2,184,3,37.37,Warning
68.3,1.2577,15917.9,100,5,26.29,Healthy
67.22,0.7641,43102.9,223,2,41.36,Warning
65.64,9.0321,12520.1,203,2,38.79,Warning
79.42,11.0877,12156.7,5,13,47.41,Critical
79.2,0.1877,18207.3,164,14,38.2,Warning
97.5,0.4486,8930.6,345,7,43.9,Critical
82.05,0.5628,24202.2,37,13,30.39,Healthy
72.42,0.1047,13938.2,208,1,29.25,Healthy
53.88,0.9283,13365.7,63,11,20.05,Healthy
90.91,7.6257,11201.3,347,10,54.5,Critical
69.2,0.4949,20381.0,17,9,23.98,Healthy
75.08,1.8771,2635.5,93,5,20.1,Healthy
112.58,1.1876,5018.6,255,12,44.05,Critical
69.28,0.8997,36693.3,253,1,42.45,Critical
83.62,1.5952,21299.8,132,0,30.46,Healthy
70.7,7.0745,46160.5,6,3,42.6,Critical
89.89,0.726,7371.2,121,8,28.8,Healthy
84.37,2.8217,41409.7,216,11,45.13,Critical
90.69,4.0712,34724.1,168,2,46.38,Critical
57.77,0.1748,36493.3,231,9,38.77,Warning
82.29,4.0009,5377.5,211,13,43.95,Critical
78.67,1.6013,13065.3,83,6,25.86,Healthy
81.98,2.947,9208.9,34,3,24.7,Healthy
50.72,5.6524,20035.3,221,2,39.13,Warning
77.59,1.2779,21018.1,75,10,33.91,Warning
79.22,11.3129,24360.7,351,12,53.71,Critical
86.86,0.0235,35626.5,121,14,44.84,Critical
90.09,2.4608,28084.2,359,1,45.43,Critical
59.14,3.6618,30510.8,282,13,43.98,Critical
51.57,0.8246,40530.1,101,5,32.0,Healthy
102.3,0.6061,27363.9,129,6,34.41,Warning
64.6,2.9964,33890.1,23,7,29.93,Healthy
94.79,3.2407,42353.2,313,3,48.33,Critical
97.26,5.6336,29002.8,242,7,49.76,Critical
88.05,0.7602,12414.7,85,4,26.29,Healthy
93.2,3.0221,41916.6,325,6,57.17,Critical
71.05,0.6088,48872.3,254,12,49.96,Critical
76.73,0.2044,39470.4,238,2,43.71,Critical
87.04,0.5688,28155.9,154,12,39.5,Warning
66.78,1.3185,5821.5,35,6,23.7,Healthy
64.07,5.0839,24960.3,0,3,28.77,Healthy
68.97,2.8878,35081.1,308,4,42.62,Critical
47.36,8.0995,953.3,252,1,24.32,Healthy
84.43,0.4718,5700.8,168,1,29.78,Healthy
73.9,16.2852,21005.3,143,10,51.29,Critical
97.75,1.4834,27473.6,196,11,46.33,Critical
81.48,0.6145,36905.7,75,14,39.01,Warning
100.68,0.2881,13132.3,299,10,44.85,Critical
89.92,0.106,13237.5,159,8,32.93,Healthy
82.85,0.4657,41853.6,362,1,49.7,Critical
93.86,1.9287,46003.8,18,9,41.72,Warning
54.99,4.6613,24061.8,320,5,37.94,Warning
90.78,9.9434,45428.8,337,11,69.32,Critical
74.19,1.8585,16536.3,103,9,32.93,Healthy
57.9,1.426,14491.7,351,11,41.55,Warning
57.3,1.1369,20572.0,55,2,23.19,Healthy
87.38,1.77,45496.0,90,1,45.81,Critical
78.69,1.6353,25801.8,170,0,27.56,Healthy
68.13,7.5982,27912.0,229,7,46.59,Critical
42.27,3.097,21904.9,235,2,26.97,Healthy
73.82,3.6783,47646.0,3,6,44.8,Critical
82.95,2.6577,27195.8,185,4,38.04,Warning
58.67,0.1547,17257.2,116,6,22.17,Healthy
66.1,2.5811,29419.1,153,7,33.96,Warning
60.29,2.1269,9029.1,57,1,18.58,Healthy
91.07,4.3274,23497.4,47,1,36.83,Warning
75.21,0.6319,11367.7,311,4,37.94,Warning
68.69,0.6914,32229.6,348,9,41.57,Warning
57.66,6.4746,20609.8,22,5,27.47,Healthy
102.66,0.1043,27739.4,112,13,45.85,Critical
64.99,1.4837,27970.6,343,7,38.6,Warning
87.82,8.8213,38672.8,364,11,58.59,Critical
89.54,0.2293,15095.3,273,8,42.73,Critical
70.16,2.658,43193.8,91,14,48.01,Critical
83.98,5.8585,9451.0,93,5,33.92,Warning
74.37,0.5758,15489.6,343,13,42.46,Critical
61.09,0.5109,35690.9,185,4,37.78,Warning
62.97,0.8489,8981.5,80,10,26.66,Healthy
73.15,0.4105,30547.5,253,14,43.53,Critical
93.13,0.4255,29565.9,192,11,45.9,Critical
69.88,0.6623,20372.3,251,14,45.43,Critical
76.75,1.3965,38374.1,188,14,41.13,Warning
88.94,1.9125,12941.5,203,8,39.85,Warning
91.13,1.1759,21472.9,333,3,45.71,Critical
56.8,8.9864,1518.1,3,5,20.98,Healthy
115.35,7.2695,2846.3,289,13,53.95,Critical
89.83,1.2849,1084.9,229,4,26.83,Healthy
70.34,4.1054,26839.6,245,10,43.89,Critical
81.24,0.5945,34771.1,261,13,50.75,Critical
95.47,5.0116,15364.2,351,8,53.88,Critical
63.94,5.9826,28836.2,97,3,31.42,Healthy
71.29,6.3226,9821.0,166,2,27.93,Healthy
66.77,0.9847,35071.4,174,11,34.77,Warning
54.13,1.1707,49973.5,47,11,42.58,Critical
69.42,2.4359,36019.2,332,13,51.52,Critical
71.8,7.3345,49092.5,208,10,57.95,Critical
57.17,1.5486,46507.5,88,2,31.04,Healthy
73.76,4.7815,8183.1,309,2,36.79,Warning
76.19,1.4848,35056.9,300,13,50.43,Critical
69.9,1.4753,33634.2,356,3,45.92,Critical
84.58,1.5148,15162.6,159,14,41.65,Warning
57.78,1.2741,34494.0,6,8,27.7,Healthy
82.95,1.9849,47742.3,287,12,57.94,Critical
23.78,3.369,28856.2,13,9,27.77,Healthy
108.2,0.528,44623.4,348,13,68.1,Critical
74.91,3.8549,19501.1,245,7,35.79,Warning
67.17,5.8887,29684.4,274,4,48.0,Critical
84.2,1.2522,40317.0,172,14,50.72,Critical
72.43,0.8662,22152.2,73,4,30.06,Healthy
71.46,1.0561,30395.0,5,5,33.91,Warning
74.55,1.0096,3004.7,343,11,38.68,Warning
83.93,1.7722,10045.5,236,8,35.44,Warning
57.68,0.0218,34758.8,132,11,34.35,Warning
85.83,2.0167,8572.4,259,2,31.36,Healthy
68.12,0.3981,49927.4,102,12,43.93,Critical
83.69,2.7527,28505.6,170,14,47.37,Critical
62.04,2.8841,21443.6,257,9,37.75,Warning
57.88,1.3282,32803.4,143,12,40.03,Warning
73.09,0.635,34367.2,31,10,38.83,Warning
58.71,7.0972,3271.1,13,7,24.35,Healthy
65.66,3.2149,43937.4,277,11,55.04,Critical
86.61,0.9814,4061.3,29,2,19.55,Healthy
85.59,0.8069,23205.5,335,13,46.94,Critical
66.19,2.6049,4671.2,18,6,17.5,Healthy
71.1,0.0786,36207.0,316,14,51.46,Critical
80.92,4.8724,43891.6,101,10,51.39,Critical
62.93,0.4338,36887.3,137,8,36.16,Warning
49.17,3.5588,7463.8,33,3,17.49,Healthy
59.62,5.6395,4854.2,37,13,26.81,Healthy
90.82,1.243,581.1,149,4,31.33,Healthy
100.28,1.3394,2865.1,329,4,42.27,Critical
80.67,2.1179,23395.1,35,10,32.5,Healthy
55.52,2.2808,9827.9,15,2,16.72,Healthy
80.15,2.2542,18736.4,32,3,25.21,Healthy
80.96,0.2054,21191.8,288,4,35.72,Warning
81.6,6.061,36606.2,328,9,53.08,Critical
101.11,1.7339,29411.5,325,11,53.61,Critical
91.03,0.6912,25397.7,93,4,30.84,Healthy
94.16,0.1697,5643.2,140,10,29.31,Healthy
64.78,3.5907,32413.2,214,7,40.08,Warning
70.67,1.4866,40365.8,149,6,42.4,Critical
75.68,2.4326,45609.3,177,5,47.86,Critical
87.58,0.9418,4495.2,362,12,36.48,Warning
74.92,0.4813,3920.2,222,13,28.58,Healthy
86.35,2.4149,11571.4,284,3,31.94,Healthy
90.89,0.5229,41710.3,106,13,38.98,Warning
81.31,2.8502,42476.9,111,8,50.56,Critical
103.34,2.5728,47896.6,272,8,57.39,Critical
72.14,0.1494,3479.4,278,3,27.85,Healthy
85.81,2.2769,14910.6,48,2,26.52,Healthy
63.16,1.0599,44043.3,157,11,41.08,Warning
75.72,3.964,1694.9,228,1,25.9,Healthy
88.25,4.7316,34088.3,230,10,52.58,Critical
99.82,0.3894,45210.4,171,4,43.7,Critical
79.34,3.474,46180.1,280,5,53.61,Critical
95.32,2.2567,18159.0,89,7,38.16,Warning
102.36,2.1513,20200.3,234,1,32.01,Healthy
75.43,0.0168,45743.3,328,6,47.25,Critical
94.68,0.1895,40319.6,77,2,35.77,Warning
97.96,0.6018,3999.3,200,11,35.19,Warning
72.52,0.6757,1741.9,288,9,28.82,Healthy
86.91,9.0627,33269.0,347,0,53.07,Critical
47.95,5.1702,42124.1,242,0,40.9,Warning
46.06,0.8117,49377.5,194,11,41.6,Warning
57.18,2.3523,48888.8,148,11,47.93,Critical
79.88,1.7037,6695.4,233,14,37.74,Warning
85.6,0.6718,9234.6,146,10,37.98,Warning
48.22,3.0027,30143.1,234,7,35.74,Warning
71.65,2.683,42924.5,271,0,41.03,Warning
72.75,6.9322,19793.0,23,5,35.08,Warning
56.17,4.4292,30961.0,124,13,41.56,Warning
70.12,8.226,30312.8,112,14,47.86,Critical
90.29,3.6757,38177.4,108,11,48.63,Critical
75.11,1.4702,42254.7,307,9,46.92,Critical
89.94,1.0866,10008.3,73,8,30.85,Healthy
87.46,1.3507,9490.7,164,13,39.14,Warning
83.77,1.5015,12964.7,241,1,36.1,Warning
73.36,1.3283,22341.4,124,8,31.38,Healthy
79.96,2.0817,19328.2,299,10,39.71,Warning
59.57,2.1735,42763.0,2,3,35.19,Warning
93.93,0.5893,3877.1,239,0,30.97,Healthy
102.42,6.217,9800.0,257,5,44.65,Critical
56.56,1.4222,41840.1,210,9,36.91,Warning
58.03,2.8321,19260.3,33,8,29.2,Healthy
74.61,6.3006,27133.3,91,2,42.01,Warning
55.56,1.2093,18090.8,206,7,30.51,Healthy
83.52,0.886,38190.7,61,0,39.59,Warning
56.24,4.3692,27626.1,51,1,25.27,Healthy
110.04,1.4483,19825.1,34,12,38.92,Warning
104.35,2.7605,16525.5,76,11,42.15,Warning
85.69,4.511,21724.5,30,10,38.39,Warning
67.68,0.3498,2402.5,308,12,31.94,Healthy
93.23,0.1514,35615.8,232,12,50.03,Critical
68.91,8.4856,42514.6,160,14,52.64,Critical
60.96,2.0354,37878.2,309,2,39.88,Warning
45.35,1.1117,9056.8,75,5,20.89,Healthy
61.83,0.4816,8251.0,344,8,32.34,Healthy
98.23,1.9103,11376.9,202,5,40.75,Warning
97.11,0.7397,204.8,52,3,17.59,Healthy
84.11,0.2997,25191.7,183,3,33.59,Healthy
74.65,0.9742,42169.4,301,3,41.14,Warning
52.77,1.3918,30000.1,62,9,35.93,Warning
65.88,2.588,28740.5,138,9,34.81,Warning
67.38,1.1257,21447.5,17,7,27.89,Healthy
72.24,2.367,10056.0,82,13,30.69,Healthy
60.97,0.0846,23964.5,244,9,35.3,Warning
85.68,3.6407,11882.2,199,2,33.91,Warning
64.37,3.134,8566.2,126,10,30.22,Healthy
66.07,0.4477,539.2,358,14,34.85,Warning
83.96,0.9745,27663.3,252,11,51.56,Critical
81.75,1.0575,18651.3,317,5,39.48,Warning
91.57,0.8978,17135.6,276,14,41.07,Warning
63.23,2.4206,10394.5,333,4,30.35,Healthy
87.97,0.6882,46263.6,155,4,43.67,Critical
49.4,2.7021,14529.4,338,5,35.98,Warning
70.94,0.9683,38231.9,160,4,37.55,Warning
58.81,1.5317,8340.8,221,8,32.14,Healthy
72.35,1.4088,35773.1,161,1,36.69,Warning
94.8,4.3889,482.2,168,12,34.46,Warning
40.59,4.9207,14918.4,91,8,24.52,Healthy
94.71,0.8792,21689.7,262,4,41.39,Warning
93.45,7.5681,4414.9,196,11,38.8,Warning
68.07,0.865,48233.1,219,8,52.56,Critical
62.07,0.2671,42896.4,0,7,32.63,Healthy
79.21,2.6841,43626.6,294,14,54.71,Critical
46.29,4.4628,9897.0,251,1,20.51,Healthy
95.08,7.4317,23987.3,267,6,55.98,Critical
102.68,0.2825,232.9,182,1,30.0,Healthy
62.94,0.4202,7625.5,143,11,30.08,Healthy
66.15,0.6407,22005.9,21,8,29.74,Healthy
84.01,3.0408,8507.3,169,6,30.74,Healthy
62.6,1.2525,48144.9,156,6,39.71,Warning
64.48,3.7748,4608.0,207,12,35.12,Warning
86.12,8.7137,33514.7,147,1,42.66,Critical
74.35,8.27,19624.2,91,12,44.4,Critical
85.07,0.8329,16840.2,326,13,47.64,Critical
97.12,1.6437,23924.1,255,12,48.33,Critical
61.61,0.3496,42814.8,291,6,43.89,Critical
78.09,0.4344,30532.4,195,11,45.99,Critical
57.17,9.0208,27618.3,2,11,38.13,Warning
89.98,1.226,20171.0,80,4,30.16,Healthy
72.94,2.1099,352.5,172,7,24.58,Healthy
77.73,0.5338,30853.4,39,8,34.37,Warning
96.15,1.2762,48965.1,218,9,52.58,Critical
52.42,0.4722,22297.7,128,2,27.77,Healthy
80.25,1.3691,11153.5,98,2,28.08,Healthy
58.09,0.916,31507.4,92,1,29.36,Healthy
82.38,0.3141,45174.6,335,9,56.69,Critical
46.61,0.3667,6874.3,235,11,31.96,Healthy
67.78,0.0605,12884.5,177,0,25.07,Healthy
68.12,4.9196,2890.9,178,4,29.88,Healthy
93.06,1.7611,38393.4,69,5,36.99,Warning
80.91,3.7098,40200.4,299,8,49.98,Critical
56.69,1.7492,28830.7,231,4,30.56,Healthy
