alert_type,delay_impact,safety_risk,affected_trains,route_busy,peak_hour,priority
track_fault,11.89,0.2796,10,1,1,High
track_fault,1.48,0.5782,15,1,1,Critical
track_fault,20.89,0.2972,14,0,0,High
weather_alert,4.51,0.4645,4,0,1,High
weather_alert,13.46,0.2765,16,0,1,High
passenger_emergency,2.84,0.3275,4,0,1,Medium
signal_failure,34.48,0.0936,11,0,1,Medium
engine_issue,0.82,0.2907,17,0,0,Medium
track_fault,32.91,0.4887,16,1,0,Critical
passenger_emergency,2.97,0.1631,14,1,1,Medium
track_fault,2.36,0.5801,7,0,1,Critical
signal_failure,13.79,0.3375,15,1,1,Critical
engine_issue,11.86,0.197,8,0,1,Medium
passenger_emergency,47.45,0.3528,7,0,0,High
passenger_emergency,10.11,0.3067,11,1,0,High
signal_failure,3.5,0.0761,12,0,1,Low
track_fault,13.28,0.0906,4,1,0,Low
signal_failure,11.99,0.1646,18,1,1,High
track_fault,11.98,0.0677,17,1,0,Low
engine_issue,51.09,0.2446,6,1,0,High
track_fault,4.45,0.2271,5,1,0,Low
signal_failure,8.26,0.1692,2,0,1,Low
engine_issue,26.05,0.2726,8,0,0,Medium
signal_failure,15.89,0.467,4,0,1,Critical
track_fault,3.44,0.3738,18,0,1,High
signal_failure,21.02,0.3373,18,1,1,Critical
signal_failure,2.74,0.6226,16,1,1,Critical
engine_issue,16.3,0.4682,6,0,0,High
passenger_emergency,29.1,0.4305,14,1,1,Critical
weather_alert,21.52,0.2574,10,1,1,High
signal_failure,0.21,0.6722,6,0,0,Critical
signal_failure,10.67,0.2441,11,0,1,Medium
track_fault,2.5,0.2722,4,0,0,Low
weather_alert,5.84,0.0295,19,1,1,Medium
weather_alert,20.69,0.3367,4,1,1,High
passenger_emergency,2.87,0.1373,6,1,0,Low
track_fault,39.69,0.5651,5,0,0,Critical
signal_failure,0.4,0.2589,10,1,0,Medium
signal_failure,2.84,0.101,13,1,1,Medium
signal_failure,0.77,0.2137,19,1,1,High
signal_failure,10.22,0.5909,8,0,1,Critical
passenger_emergency,4.28,0.3887,4,0,0,Medium
track_fault,10.54,0.7826,1,0,0,Critical
passenger_emergency,31.27,0.7753,12,0,1,Critical
engine_issue,14.64,0.2014,19,1,0,High
engine_issue,0.71,0.3719,2,1,0,Medium
engine_issue,0.08,0.085,19,1,0,Low
passenger_emergency,16.29,0.0213,5,1,1,Low
signal_failure,1.56,0.3204,18,0,0,Medium
signal_failure,11.05,0.1961,2,1,0,Low
engine_issue,36.11,0.1064,17,1,1,High
track_fault,12.23,0.1571,7,0,1,Low
engine_issue,19.6,0.1629,6,0,1,Medium
weather_alert,7.24,0.2859,4,1,1,High
engine_issue,7.47,0.3182,3,0,0,Low
track_fault,0.53,0.2738,16,0,0,Medium
track_fault,2.4,0.4217,2,0,1,High
weather_alert,0.69,0.4748,9,0,0,High
track_fault,5.68,0.2297,19,0,1,High
engine_issue,16.63,0.1421,8,0,1,Low
engine_issue,2.06,0.1347,16,0,1,Low
weather_alert,26.97,0.1037,14,1,1,High
weather_alert,11.09,0.0758,16,0,1,Low
engine_issue,13.59,0.1101,18,1,1,High
track_fault,25.5,0.0889,2,1,0,Low
track_fault,10.18,0.4491,6,0,0,High
engine_issue,13.69,0.2492,7,0,1,Medium
track_fault,11.43,0.264,2,1,1,High
weather_alert,1.02,0.1286,3,1,0,Low
track_fault,3.09,0.0965,3,0,1,Low
weather_alert,23.69,0.0505,19,1,0,Medium
weather_alert,51.7,0.1914,17,0,0,High
passenger_emergency,2.65,0.3076,12,1,1,High
signal_failure,7.85,0.43,17,0,0,High
weather_alert,4.51,0.112,7,0,1,Low
signal_failure,15.62,0.1967,10,0,0,Low
track_fault,11.81,0.2119,17,1,0,High
signal_failure,0.61,0.3803,3,0,1,Medium
signal_failure,51.6,0.4009,3,1,1,Critical
signal_failure,38.65,0.647,11,0,1,Critical
signal_failure,18.97,0.2116,5,0,1,Medium
passenger_emergency,11.64,0.093,13,1,0,Low
signal_failure,5.09,0.2586,13,1,0,Medium
track_fault,7.58,0.3211,7,1,0,Medium
weather_alert,6.01,0.6429,3,0,1,Critical
passenger_emergency,7.66,0.1874,2,1,0,Low
passenger_emergency,1.11,0.6561,9,1,0,Critical
signal_failure,28.11,0.1892,7,0,0,Low
passenger_emergency,12.86,0.3184,1,0,0,Low
weather_alert,8.62,0.4014,14,1,1,Critical
signal_failure,18.11,0.2058,19,1,0,High
engine_issue,18.36,0.0396,19,0,1,Medium
passenger_emergency,0.43,0.0984,3,0,0,Low
track_fault,2.57,0.0454,4,0,0,Low
signal_failure,9.87,0.0868,9,1,1,Medium
passenger_emergency,25.33,0.0712,18,1,0,Medium
passenger_emergency,26.48,0.3329,11,0,0,High
passenger_emergency,5.55,0.4606,9,0,0,High
passenger_emergency,20.98,0.0815,18,1,0,Medium
passenger_emergency,0.32,0.3934,13,1,1,Critical
engine_issue,17.8,0.1218,19,0,0,Low
signal_failure,8.91,0.1038,17,1,0,Medium
weather_alert,4.79,0.3763,19,1,1,Critical
track_fault,11.73,0.564,11,0,0,Critical
engine_issue,13.53,0.1211,8,1,0,Low
weather_alert,42.02,0.256,2,1,1,Critical
passenger_emergency,51.39,0.0709,14,1,1,High
track_fault,8.42,0.3776,6,0,1,High
track_fault,26.02,0.1166,1,1,1,Medium
weather_alert,7.62,0.2989,16,1,1,Critical
signal_failure,14.44,0.3277,9,0,1,High
engine_issue,3.63,0.0778,11,1,0,Low
weather_alert,2.31,0.3086,15,1,0,High
engine_issue,11.55,0.4995,7,0,0,High
track_fault,5.86,0.1187,16,1,0,Low
passenger_emergency,5.18,0.203,12,0,1,Medium
track_fault,0.95,0.0523,11,0,1,Low
weather_alert,1.99,0.1949,6,0,1,Low
engine_issue,16.45,0.3177,15,1,1,Critical
signal_failure,16.35,0.2011,5,1,1,Medium
engine_issue,9.41,0.3124,12,1,1,High
signal_failure,12.83,0.3084,16,0,1,High
passenger_emergency,0.76,0.1975,3,1,1,Medium
weather_alert,25.19,0.3376,8,1,0,High
track_fault,12.74,0.2536,13,0,0,Medium
engine_issue,17.04,0.3235,6,0,1,High
weather_alert,2.69,0.1619,1,0,1,Low
track_fault,15.65,0.3834,8,1,0,High
track_fault,15.96,0.4705,10,0,1,Critical
engine_issue,5.9,0.1678,18,0,0,Low
track_fault,51.73,0.0459,16,1,1,High
weather_alert,5.93,0.1595,4,1,1,Medium
signal_failure,32.99,0.2053,6,1,0,Medium
passenger_emergency,25.18,0.2955,4,1,0,High
track_fault,34.83,0.166,18,1,1,Critical
engine_issue,8.67,0.5267,7,0,0,High
signal_failure,3.22,0.527,17,0,0,Critical
track_fault,2.68,0.3551,2,0,0,Low
weather_alert,20.28,0.4416,11,0,0,High
track_fault,11.14,0.3584,2,1,0,Medium
signal_failure,8.9,0.1842,11,1,1,High
engine_issue,8.06,0.1657,1,1,1,Medium
signal_failure,0.58,0.2639,3,1,1,Medium
track_fault,6.29,0.1431,3,1,1,Low
engine_issue,38.13,0.3073,14,1,1,Critical
engine_issue,14.58,0.2698,13,0,0,Medium
weather_alert,3.57,0.1395,11,0,1,Low
weather_alert,26.23,0.0881,4,1,0,Low
passenger_emergency,16.56,0.2533,6,1,1,High
signal_failure,45.79,0.1478,8,1,1,High
track_fault,4.87,0.121,19,1,0,Medium
signal_failure,3.66,0.293,14,1,0,High
signal_failure,32.91,0.1877,1,0,0,Low
track_fault,7.77,0.3661,1,0,1,Medium
engine_issue,6.19,0.0852,7,1,1,Low
passenger_emergency,17.56,0.2817,4,0,0,Medium
weather_alert,6.6,0.155,8,1,1,Medium
weather_alert,3.49,0.1112,19,1,1,Medium
weather_alert,18.92,0.1585,4,0,1,Low
signal_failure,12.33,0.1269,12,1,0,Medium
passenger_emergency,2.31,0.1588,10,1,0,Low
passenger_emergency,18.23,0.5925,13,1,1,Critical
signal_failure,2.45,0.098,11,1,1,Medium
engine_issue,0.68,0.2648,10,1,1,High
passenger_emergency,14.74,0.3928,6,1,1,Critical
engine_issue,3.67,0.3599,19,0,0,High
passenger_emergency,12.93,0.07,6,1,0,Low
passenger_emergency,95.23,0.2343,3,1,0,Critical
engine_issue,45.09,0.0758,2,0,1,Medium
signal_failure,4.04,0.7243,2,1,1,Critical
track_fault,5.34,0.3927,7,1,1,Critical
track_fault,17.77,0.1913,16,1,1,High
engine_issue,0.07,0.2578,3,1,0,Low
engine_issue,13.02,0.0662,1,1,0,Low
engine_issue,4.62,0.5129,11,0,1,Critical
signal_failure,14.87,0.1857,11,0,0,Low
track_fault,17.06,0.2071,11,0,0,Low
weather_alert,16.3,0.093,1,0,1,Low
signal_failure,0.73,0.5855,4,0,0,High
track_fault,2.01,0.3769,7,1,0,High
passenger_emergency,30.69,0.3949,15,1,0,Critical
signal_failure,2.25,0.1967,13,1,1,High
engine_issue,9.56,0.2349,16,1,0,High
track_fault,27.33,0.3613,11,0,1,Critical
signal_failure,0.33,0.4183,8,0,1,High
engine_issue,3.22,0.1618,11,1,0,Low
engine_issue,16.21,0.3758,8,0,1,High
signal_failure,1.99,0.3119,3,0,1,Medium
signal_failure,12.08,0.2882,11,1,1,High
signal_failure,26.83,0.6125,6,0,1,Critical
weather_alert,13.29,0.0853,6,1,0,Low
passenger_emergency,29.44,0.1265,14,1,0,Medium
signal_failure,5.43,0.2859,2,0,1,Medium
track_fault,19.08,0.2272,1,1,1,Medium
track_fault,28.3,0.5495,7,0,0,Critical
track_fault,4.81,0.4392,12,1,0,High
track_fault,28.21,0.2464,16,0,1,High
signal_failure,1.51,0.2989,10,1,0,Medium
engine_issue,12.82,0.2237,5,1,0,Medium
track_fault,2.53,0.1289,7,1,1,Medium
track_fault,18.29,0.192,8,0,0,Low
track_fault,11.65,0.3058,7,0,1,Medium
passenger_emergency,16.8,0.2152,13,0,1,Medium
weather_alert,25.33,0.2599,16,1,1,Critical
engine_issue,10.33,0.5517,14,1,1,Critical
track_fault,3.93,0.0405,8,1,0,Low
passenger_emergency,29.02,0.0154,6,0,1,Low
passenger_emergency,41.4,0.3502,2,1,1,Critical
signal_failure,29.46,0.4274,16,1,0,Critical
passenger_emergency,2.19,0.1131,19,1,0,Medium
weather_alert,23.58,0.2125,2,1,1,High
signal_failure,15.41,0.2445,3,0,1,Medium
weather_alert,8.31,0.1979,5,1,0,Low
signal_failure,1.89,0.1226,16,0,0,Low
signal_failure,17.88,0.2101,5,1,1,High
signal_failure,16.21,0.1838,1,1,1,Medium
engine_issue,4.06,0.5551,7,0,1,Critical
weather_alert,7.29,0.2995,7,1,0,Medium
engine_issue,2.64,0.2784,8,1,1,High
signal_failure,39.88,0.2585,10,0,0,High
signal_failure,9.84,0.106,5,0,1,Low
passenger_emergency,14.07,0.2385,1,0,0,Low
passenger_emergency,12.68,0.143,3,0,0,Low
weather_alert,23.3,0.379,14,0,1,Critical
signal_failure,15.79,0.3008,13,0,1,High
passenger_emergency,4.47,0.0991,5,1,0,Low
weather_alert,9.38,0.4601,18,1,1,Critical
engine_issue,5.57,0.1475,11,0,0,Low
signal_failure,8.75,0.2001,16,0,0,Low
passenger_emergency,16.41,0.4439,16,1,0,Critical
engine_issue,9.86,0.5208,6,0,1,Critical
signal_failure,13.8,0.3911,12,1,1,Critical
track_fault,2.76,0.5408,12,0,1,Critical
engine_issue,10.31,0.5157,9,0,1,Critical
signal_failure,17.27,0.4043,13,0,0,High
track_fault,15.34,0.339,7,1,1,Critical
engine_issue,7.71,0.3497,2,0,0,Low
passenger_emergency,3.48,0.7694,1,1,1,Critical
signal_failure,43.74,0.2805,9,0,1,Critical
engine_issue,13.93,0.1083,18,0,1,Medium
passenger_emergency,10.19,0.1063,5,1,0,Low
passenger_emergency,2.56,0.3448,12,0,0,Medium
passenger_emergency,19.87,0.4052,4,1,1,Critical
signal_failure,12.92,0.0409,12,0,0,Low
passenger_emergency,3.91,0.3297,4,0,0,Low
passenger_emergency,0.19,0.2527,9,1,0,Medium
track_fault,11.01,0.4779,16,0,0,Critical
engine_issue,2.97,0.449,8,1,0,High
engine_issue,7.63,0.2137,18,0,0,Medium
engine_issue,17.36,0.1258,1,1,1,Medium
track_fault,16.99,0.2265,2,0,0,Low
passenger_emergency,1.19,0.2654,4,1,1,Medium
passenger_emergency,6.11,0.3496,5,1,0,Medium
track_fault,32.74,0.2356,9,1,1,Critical
passenger_emergency,4.47,0.0742,18,0,0,Low
track_fault,6.75,0.3364,5,0,1,Medium
weather_alert,7.84,0.3342,7,0,0,Medium
engine_issue,0.05,0.4724,1,0,1,High
engine_issue,19.11,0.2562,14,0,1,High
signal_failure,0.96,0.4365,11,1,0,High
weather_alert,4.63,0.3469,1,1,0,Medium
track_fault,3.55,0.1398,9,1,0,Low
track_fault,12.6,0.0811,5,1,1,Low
signal_failure,6.38,0.181,9,1,1,Medium
passenger_emergency,17.98,0.0886,6,1,0,Low
signal_failure,21.98,0.2592,15,1,1,Critical
weather_alert,2.31,0.2992,2,1,1,Medium
passenger_emergency,3.07,0.2065,12,0,0,Low
signal_failure,13.69,0.6526,16,0,0,Critical
engine_issue,23.65,0.0929,1,0,0,Low
engine_issue,45.73,0.2743,18,1,1,Critical
track_fault,3.53,0.3461,15,1,1,Critical
weather_alert,27.01,0.0952,6,1,0,Low
engine_issue,2.17,0.5204,10,1,1,Critical
engine_issue,7.66,0.6906,13,0,1,Critical
engine_issue,24.19,0.3994,10,1,1,Critical
passenger_emergency,3.9,0.0678,15,1,0,Low
weather_alert,2.56,0.366,17,0,1,High
track_fault,0.55,0.2516,7,1,1,Medium
passenger_emergency,13.77,0.2879,3,1,0,Medium
passenger_emergency,12.41,0.7079,9,0,0,Critical
passenger_emergency,55.16,0.226,12,0,1,Critical
weather_alert,9.83,0.4344,15,0,1,Critical
track_fault,2.96,0.0701,6,0,1,Low
weather_alert,6.85,0.3723,18,0,1,Critical
track_fault,0.93,0.0619,1,1,1,Low
track_fault,16.14,0.2107,12,1,0,Medium
engine_issue,19.16,0.4377,9,1,1,Critical
passenger_emergency,3.67,0.4377,14,0,0,High
engine_issue,4.46,0.1556,6,1,1,Medium
track_fault,1.16,0.2977,18,0,1,High
engine_issue,1.19,0.3572,1,0,0,Low
track_fault,8.27,0.4442,16,0,1,Critical
weather_alert,11.16,0.2849,10,0,1,High
track_fault,0.19,0.4392,10,1,0,High
engine_issue,16.18,0.5135,6,1,1,Critical
track_fault,5.05,0.2408,8,1,1,High
track_fault,12.3,0.2243,9,1,0,Medium
passenger_emergency,11.52,0.182,6,1,1,Medium
track_fault,23.11,0.2202,1,1,1,High
signal_failure,29.39,0.2889,8,0,1,High
track_fault,28.5,0.1861,8,0,0,Medium
engine_issue,5.99,0.4749,14,1,1,Critical
signal_failure,14.25,0.5217,9,1,1,Critical
track_fault,2.43,0.3425,11,1,1,High
signal_failure,9.14,0.3882,9,0,0,Medium
engine_issue,5.36,0.0387,9,1,0,Low
weather_alert,5.89,0.2973,14,0,0,Medium
passenger_emergency,22.09,0.1646,13,0,1,Medium
track_fault,34.69,0.1897,19,1,0,High
passenger_emergency,6.07,0.4058,10,0,0,Medium
track_fault,24.68,0.4028,1,0,1,High
weather_alert,8.49,0.2707,12,1,0,Medium
engine_issue,4.6,0.3996,8,1,0,High
weather_alert,7.26,0.1281,2,0,1,Low
weather_alert,5.27,0.5304,17,1,1,Critical
engine_issue,2.32,0.4835,13,0,0,High
track_fault,0.68,0.2101,12,0,1,Medium
engine_issue,0.41,0.1951,13,0,1,Medium
passenger_emergency,18.75,0.3646,19,0,0,High
passenger_emergency,12.2,0.257,14,0,0,Medium
passenger_emergency,6.3,0.1162,14,1,0,Low
signal_failure,9.31,0.3131,15,0,1,High
engine_issue,64.01,0.118,14,1,0,High
signal_failure,8.17,0.2726,14,1,1,High
weather_alert,3.54,0.0718,2,1,1,Low
passenger_emergency,17.87,0.426,8,1,0,Critical
signal_failure,1.88,0.2617,6,0,1,Medium
weather_alert,13.08,0.327,17,1,0,High
passenger_emergency,8.04,0.5278,12,1,0,Critical
passenger_emergency,11.71,0.4862,10,1,0,Critical
track_fault,4.85,0.4111,10,1,0,High
signal_failure,7.32,0.0466,13,0,1,Low
passenger_emergency,20.72,0.3822,15,0,1,Critical
passenger_emergency,1.31,0.5709,4,0,1,Critical
engine_issue,23.45,0.1394,19,0,0,Medium
passenger_emergency,26.62,0.1369,15,0,1,Medium
signal_failure,7.05,0.2754,4,1,0,Medium
weather_alert,18.49,0.1939,12,0,1,Medium
signal_failure,14.51,0.4974,9,0,0,High
passenger_emergency,10.79,0.116,8,0,0,Low
weather_alert,20.62,0.1448,17,0,1,Medium
passenger_emergency,6.33,0.0483,6,0,1,Low
engine_issue,27.33,0.2167,16,1,0,High
signal_failure,36.38,0.1219,13,1,0,Medium
signal_failure,14.25,0.1838,16,0,1,Medium
track_fault,3.15,0.2684,15,1,0,Medium
weather_alert,0.69,0.6269,12,1,0,Critical
signal_failure,7.44,0.3252,4,0,0,Low
passenger_emergency,1.0,0.2696,19,1,0,High
track_fault,6.89,0.2881,13,1,0,High
engine_issue,36.64,0.5021,7,1,1,Critical
track_fault,21.18,0.4432,5,1,0,Critical
engine_issue,1.17,0.5368,3,0,0,High
engine_issue,3.36,0.1788,6,0,1,Low
signal_failure,16.53,0.2083,3,0,0,Low
engine_issue,45.72,0.146,17,1,1,Critical
weather_alert,19.56,0.2156,9,1,0,Medium
passenger_emergency,2.26,0.1954,12,0,1,Medium
track_fault,7.45,0.3946,16,1,1,Critical
passenger_emergency,23.41,0.0728,19,0,1,Medium
passenger_emergency,12.5,0.2807,9,0,1,Medium
passenger_emergency,6.8,0.2656,1,0,1,Medium
track_fault,89.8,0.398,12,0,1,Critical
passenger_emergency,18.71,0.187,18,0,1,High
engine_issue,9.64,0.4502,7,1,0,High
signal_failure,16.96,0.2292,2,0,0,Low
track_fault,3.94,0.2018,14,0,0,Low
weather_alert,27.46,0.1872,12,0,1,High
signal_failure,10.94,0.1088,3,1,0,Low
engine_issue,17.56,0.0882,1,1,0,Low
weather_alert,78.36,0.4448,10,1,0,Critical
signal_failure,10.37,0.1227,3,0,1,Low
engine_issue,9.64,0.0731,4,0,0,Low
track_fault,11.45,0.3052,6,0,0,Medium
engine_issue,6.35,0.3606,9,1,1,High
track_fault,12.82,0.1391,16,0,1,Medium
passenger_emergency,1.1,0.2643,9,1,1,High
signal_failure,29.08,0.2671,16,0,1,High
passenger_emergency,67.06,0.5413,12,1,1,Critical
weather_alert,10.18,0.3891,8,0,1,High
passenger_emergency,0.17,0.5747,10,1,1,Critical
passenger_emergency,5.13,0.1756,3,0,1,Low
signal_failure,0.17,0.4693,19,0,1,Critical
passenger_emergency,2.5,0.2718,6,1,0,Medium
engine_issue,35.41,0.3249,18,1,0,Critical
passenger_emergency,7.55,0.0459,13,1,0,Low
passenger_emergency,10.05,0.3303,6,0,1,High
engine_issue,12.2,0.1228,10,1,1,Medium
track_fault,3.55,0.0884,3,0,0,Low
signal_failure,28.58,0.0921,12,1,1,High
signal_failure,14.86,0.0979,2,1,1,Low
track_fault,15.58,0.3473,13,1,1,Critical
passenger_emergency,11.2,0.4762,4,0,0,High
engine_issue,18.36,0.4829,3,1,1,Critical
engine_issue,8.05,0.1728,5,1,1,Medium
track_fault,22.49,0.1848,2,0,0,Low
engine_issue,12.4,0.1039,17,0,1,Medium
weather_alert,0.72,0.3586,18,1,0,High
passenger_emergency,1.4,0.2598,18,0,0,Medium
weather_alert,7.11,0.5231,14,0,0,Critical
weather_alert,0.5,0.309,5,1,0,Medium
passenger_emergency,1.21,0.1238,15,1,0,Low
engine_issue,6.94,0.6426,15,0,1,Critical
passenger_emergency,5.19,0.5079,5,1,1,Critical
track_fault,15.4,0.4682,16,0,0,Critical
signal_failure,4.4,0.558,19,0,0,Critical
engine_issue,4.66,0.1008,8,0,0,Low
signal_failure,6.86,0.4197,12,0,1,High
signal_failure,0.57,0.5452,17,1,0,Critical
passenger_emergency,15.31,0.2439,5,0,0,Low
weather_alert,19.81,0.4067,19,1,0,Critical
track_fault,52.9,0.1679,6,0,1,High
passenger_emergency,22.62,0.4431,19,1,1,Critical
signal_failure,5.63,0.5696,5,0,0,High
track_fault,22.16,0.2235,15,1,1,High
weather_alert,75.54,0.1314,10,1,1,Critical
track_fault,3.65,0.0969,8,1,1,Low
weather_alert,47.44,0.372,9,1,1,Critical
passenger_emergency,6.5,0.1281,5,0,1,Low
signal_failure,0.89,0.321,13,0,1,High
signal_failure,1.03,0.145,19,0,1,Medium
passenger_emergency,3.12,0.3984,12,0,1,High
engine_issue,16.63,0.2839,6,1,1,High
engine_issue,18.69,0.2819,13,0,1,High
engine_issue,17.5,0.0391,9,0,0,Low
engine_issue,7.52,0.2325,18,1,0,High
weather_alert,12.26,0.3844,6,1,1,Critical
engine_issue,18.31,0.2111,10,1,0,Medium
signal_failure,11.43,0.2388,10,0,0,Low
weather_alert,8.98,0.093,17,0,0,Low
weather_alert,4.12,0.3625,3,1,0,Medium
signal_failure,7.23,0.2511,12,1,0,Medium
track_fault,21.86,0.0668,16,0,1,Medium
weather_alert,11.78,0.2549,7,1,0,Medium
weather_alert,3.31,0.3306,10,1,1,High
signal_failure,3.98,0.2379,6,1,1,Medium
signal_failure,23.43,0.2236,8,1,1,High
engine_issue,35.46,0.3191,19,0,1,Critical
engine_issue,5.37,0.1783,7,0,0,Low
passenger_emergency,7.53,0.3071,4,0,0,Low
engine_issue,0.07,0.5275,12,0,0,High
passenger_emergency,1.71,0.3464,9,0,1,High
track_fault,18.01,0.1814,15,1,0,Medium
engine_issue,60.12,0.2518,1,1,0,High
signal_failure,13.86,0.2393,18,0,0,Medium
engine_issue,12.04,0.3153,14,0,0,Medium
signal_failure,22.48,0.0924,16,0,0,Low
engine_issue,5.12,0.1397,8,1,0,Low
track_fault,11.87,0.2357,9,1,1,High
signal_failure,7.38,0.5791,7,0,1,Critical
signal_failure,7.21,0.2052,16,0,1,Medium
engine_issue,3.08,0.5807,2,0,1,Critical
passenger_emergency,8.78,0.2594,11,0,0,Medium
signal_failure,10.8,0.0845,5,0,0,Low
engine_issue,28.8,0.3086,13,0,0,High
track_fault,45.67,0.3537,19,1,1,Critical
passenger_emergency,1.4,0.3238,13,0,0,Medium
engine_issue,1.8,0.2045,1,1,1,Medium
passenger_emergency,26.58,0.1934,8,1,1,High
track_fault,12.4,0.2719,1,0,1,Medium
signal_failure,21.17,0.0458,10,0,0,Low
engine_issue,1.51,0.1385,4,1,0,Low
weather_alert,2.54,0.5022,14,0,0,High
passenger_emergency,12.29,0.2533,11,0,1,Medium
passenger_emergency,8.54,0.3224,6,1,0,Medium
passenger_emergency,9.12,0.2263,17,0,0,Medium
weather_alert,33.96,0.0428,15,1,0,Medium
track_fault,20.52,0.169,12,0,0,Low
engine_issue,7.27,0.4901,7,0,0,High
signal_failure,33.87,0.0636,6,0,1,Low
engine_issue,8.87,0.7107,12,1,1,Critical
track_fault,20.62,0.4331,16,1,0,Critical
signal_failure,19.98,0.3248,16,1,0,High
track_fault,6.66,0.3735,15,0,0,High
engine_issue,16.16,0.2451,1,0,0,Low
track_fault,37.25,0.529,19,1,0,Critical
passenger_emergency,33.54,0.4147,5,0,0,High
engine_issue,13.71,0.0493,1,0,0,Low
passenger_emergency,4.02,0.2019,11,1,0,Medium
weather_alert,4.72,0.243,9,1,0,Medium
signal_failure,23.19,0.2292,3,0,1,Medium
track_fault,11.25,0.4831,5,0,0,High
weather_alert,11.43,0.1406,4,0,1,Low
engine_issue,0.83,0.1287,9,1,0,Low
track_fault,4.44,0.5328,15,1,0,Critical
engine_issue,16.75,0.1301,13,0,1,Medium
passenger_emergency,4.32,0.2286,1,0,1,Low
track_fault,2.47,0.1108,4,0,1,Low
signal_failure,5.96,0.3624,12,0,0,Medium
track_fault,17.55,0.3254,16,0,1,High
passenger_emergency,17.96,0.1625,1,0,0,Low
weather_alert,11.93,0.2037,7,1,0,Medium
passenger_emergency,9.58,0.2153,3,1,0,Low
passenger_emergency,30.84,0.2187,10,1,1,High
signal_failure,27.94,0.396,8,1,1,Critical
track_fault,8.05,0.1134,4,1,0,Low
signal_failure,32.41,0.3213,19,0,1,Critical
signal_failure,35.85,0.0198,15,1,1,High
passenger_emergency,16.2,0.3835,11,0,0,High
passenger_emergency,7.91,0.25,15,0,0,Medium
signal_failure,11.45,0.0654,6,1,1,Low
weather_alert,4.58,0.2154,18,1,0,Medium
engine_issue,27.03,0.1999,8,1,0,Medium
signal_failure,9.55,0.2891,8,1,1,High
passenger_emergency,22.18,0.0221,11,1,0,Low
passenger_emergency,22.03,0.5013,11,1,1,Critical
engine_issue,0.91,0.1561,12,0,0,Low
weather_alert,29.9,0.0732,16,0,0,Low
track_fault,2.91,0.1905,6,0,0,Low
weather_alert,4.82,0.1982,14,1,1,High
engine_issue,12.2,0.1427,4,0,0,Low
passenger_emergency,12.82,0.1404,5,0,0,Low
signal_failure,7.19,0.0435,10,1,1,Low
signal_failure,7.12,0.3344,10,0,1,High
passenger_emergency,20.73,0.0614,13,1,0,Low
track_fault,11.15,0.1872,3,0,1,Low
track_fault,18.16,0.4534,16,0,0,Critical
weather_alert,31.37,0.1315,11,0,0,Low
signal_failure,9.11,0.3115,12,1,0,High
engine_issue,9.76,0.1775,15,1,1,High
track_fault,7.24,0.3499,14,1,0,High
signal_failure,5.22,0.352,9,0,0,Medium
passenger_emergency,27.87,0.3647,10,1,0,Critical
signal_failure,2.07,0.4787,5,0,1,High
signal_failure,18.9,0.1301,11,0,0,Low
weather_alert,8.0,0.213,4,0,1,Low
passenger_emergency,8.94,0.3369,13,0,0,Medium
signal_failure,40.63,0.0717,8,0,1,Medium
weather_alert,6.66,0.2048,5,1,0,Low
engine_issue,7.69,0.1378,10,0,0,Low
passenger_emergency,4.06,0.6512,18,0,0,Critical
signal_failure,8.53,0.6846,11,0,1,Critical
passenger_emergency,3.41,0.0965,7,0,1,Low
weather_alert,12.69,0.4035,9,1,1,Critical
passenger_emergency,6.35,0.192,12,0,1,Medium
track_fault,8.91,0.5091,3,0,1,High
passenger_emergency,37.17,0.3058,11,1,0,Critical
weather_alert,65.77,0.28,1,1,1,Critical
signal_failure,2.95,0.2295,17,0,1,Medium
passenger_emergency,30.83,0.1381,12,0,1,Medium
weather_alert,0.55,0.2899,3,1,1,Medium
track_fault,11.97,0.4764,9,1,1,Critical
engine_issue,46.26,0.2125,17,1,1,Critical
track_fault,12.82,0.3664,19,1,1,Critical
engine_issue,38.72,0.529,3,1,1,Critical
passenger_emergency,19.41,0.5737,6,0,0,Critical
passenger_emergency,9.51,0.2679,3,1,1,High
track_fault,13.4,0.1018,8,1,0,Low
passenger_emergency,12.97,0.5801,17,1,1,Critical
engine_issue,20.1,0.313,14,1,1,Critical
weather_alert,8.28,0.205,5,1,0,Low
weather_alert,9.08,0.1807,7,0,1,Low
engine_issue,60.93,0.0477,12,1,0,High
engine_issue,4.66,0.3818,12,1,1,Critical
engine_issue,5.41,0.1543,9,1,1,Medium
passenger_emergency,8.27,0.1972,9,0,0,Low
track_fault,9.28,0.2532,18,1,1,High
track_fault,3.72,0.5871,10,1,1,Critical
track_fault,4.45,0.3811,15,0,0,High
signal_failure,0.89,0.3825,19,0,1,High
track_fault,4.05,0.3942,7,1,1,High
signal_failure,16.34,0.2669,15,0,1,High
signal_failure,8.75,0.1055,16,1,1,Medium
weather_alert,2.55,0.1649,5,1,1,Medium
signal_failure,0.29,0.4644,5,1,1,Critical
engine_issue,5.58,0.2784,4,0,0,Low
weather_alert,1.98,0.1732,12,0,1,Low
weather_alert,0.26,0.6108,15,0,1,Critical
engine_issue,20.11,0.3943,15,0,1,Critical
signal_failure,18.32,0.3539,8,1,0,High
passenger_emergency,3.88,0.2965,14,1,1,High
passenger_emergency,2.83,0.1936,1,0,0,Low
